SaleID,CustomerID,BranchID,SaleDate,TotalAmount
15306,10547,87,1/23/2022,5512.37
15307,12820,131,9/1/2022,5251.21
15308,2840,68,4/28/2024,2083.37
15309,16457,86,3/20/2024,11566.41
15310,13336,42,5/27/2022,7095.24
15311,12868,42,8/4/2024,13145.62
15312,5805,80,4/17/2023,12288.52
15313,4035,79,7/6/2023,13089.01
15314,13420,90,6/20/2022,10670.97
15315,8800,152,7/15/2024,5210.01
15316,1147,18,8/30/2023,3967.91
15317,6961,63,6/20/2023,4889.54
15318,9304,86,1/7/2022,1429.95
15319,4663,36,5/31/2022,13622.14
15320,17080,166,10/26/2024,4524.13
15321,3282,53,6/11/2022,2009.32
15322,1759,92,5/17/2023,933.11
15323,18807,134,4/25/2023,454.63
15324,18543,180,11/8/2022,9840.47
15325,6073,39,3/23/2022,2557.32
15326,10118,18,10/20/2024,6458.18
15327,19403,113,4/4/2022,12319.64
15328,13234,136,2/17/2023,10481.44
15329,5207,142,12/4/2022,5734.43
15330,13395,115,8/16/2023,999.44
15331,603,171,1/15/2022,9015.22
15332,15757,125,3/30/2023,4983.36
15333,9622,149,4/18/2024,2860.78
15334,19586,90,2/7/2022,10987.77
15335,4625,24,3/22/2023,5527.23
15336,6190,14,8/31/2022,2510.74
15337,7267,65,2/11/2023,6531.61
15338,8469,100,5/29/2024,8764.14
15339,15238,16,5/22/2024,7186
15340,10757,112,9/4/2023,4428.01
15341,6899,162,6/26/2022,4091.34
15342,5751,47,9/2/2022,1203.22
15343,8532,85,10/8/2024,2790.09
15344,11371,96,10/18/2023,14712.25
15345,5333,26,3/23/2024,12175.99
15346,18075,84,12/22/2023,4826.44
15347,5051,100,8/7/2023,11997.03
15348,451,91,12/6/2024,12264.3
15349,12839,14,8/5/2024,2468.78
15350,18368,129,8/1/2023,11747.49
15351,18895,52,11/3/2022,11920.43
15352,17436,163,4/12/2024,13159.68
15353,16563,149,12/18/2024,316.62
15354,1021,103,11/29/2023,14114.91
15355,5900,136,12/7/2023,4347.94
15356,10212,188,2/5/2023,576.64
15357,5724,170,3/9/2023,11227.38
15358,13935,27,6/6/2023,13035.21
15359,3133,111,4/24/2023,9823.87
15360,586,118,11/28/2022,7499.36
15361,8543,181,10/13/2022,13451.84
15362,1478,169,12/17/2023,888.86
15363,9628,2,6/25/2024,8594.85
15364,7432,155,6/25/2024,7157.92
15365,18382,132,6/20/2022,802.53
15366,8605,131,1/27/2024,8826.9
15367,11406,198,2/20/2022,11143.28
15368,8692,44,8/30/2023,8386.33
15369,14652,134,8/2/2023,9531.45
15370,10103,27,9/22/2023,7541.58
15371,3423,67,1/13/2022,10230.26
15372,16981,119,9/26/2024,12240.57
15373,11445,20,10/25/2023,10502.13
15374,13127,157,11/25/2022,2093.63
15375,3757,166,2/13/2023,6895.95
15376,19082,9,5/10/2022,6029.68
15377,17155,73,1/29/2022,4691.47
15378,15653,104,4/28/2023,3523.38
15379,19065,80,8/22/2024,11639.61
15380,19542,26,9/17/2023,1626.88
15381,10304,168,1/16/2023,11530.76
15382,16427,78,10/11/2022,7062.3
15383,12454,126,7/24/2024,4244.63
15384,14203,87,5/11/2023,11701.34
15385,9173,105,2/8/2024,11473.48
15386,14443,143,12/5/2023,12427
15387,6750,176,6/26/2024,1609.81
15388,9718,61,3/24/2024,1114.16
15389,3721,25,4/9/2024,12096.27
15390,12094,151,1/31/2024,14859.53
15391,4531,80,5/26/2022,13592.74
15392,3856,111,12/5/2024,7459.51
15393,16079,141,12/2/2022,4786.16
15394,8128,70,2/22/2023,2681.99
15395,2878,3,9/9/2022,12795.4
15396,888,43,12/7/2024,3126.38
15397,3842,69,5/19/2022,4120.92
15398,1745,22,7/3/2022,11148.76
15399,1490,21,7/17/2024,12202.47
15400,15317,67,7/10/2022,14929.22
15401,15568,146,6/12/2024,1537.47
15402,19269,71,9/23/2022,2913.4
15403,16406,15,1/17/2023,11110.03
15404,5663,66,10/22/2023,12074.63
15405,17663,40,6/22/2023,12852.03
15406,15658,192,1/18/2022,7682.97
15407,822,192,10/17/2024,743.68
15408,5913,119,11/25/2024,9692
15409,11896,115,7/6/2023,11010.59
15410,13426,178,8/14/2023,2537.4
15411,8996,46,9/27/2023,10216.27
15412,1991,45,3/1/2024,9405.39
15413,3542,162,10/15/2023,12376.02
15414,9576,103,4/10/2024,6601.96
15415,4313,1,9/17/2024,11649.05
15416,5711,147,7/29/2024,2321.96
15417,7717,180,8/26/2022,10830.52
15418,17146,166,6/15/2024,14647.64
15419,16672,106,5/9/2023,3200.48
15420,9915,194,7/21/2023,5321.04
15421,19077,113,1/8/2024,13124.56
15422,1534,141,12/20/2022,8586.7
15423,668,177,2/16/2023,14320.7
15424,10558,100,10/24/2024,784.12
15425,4536,143,9/13/2023,4249.68
15426,5035,116,11/25/2024,3082.46
15427,4322,169,2/15/2024,8327.5
15428,9042,159,8/30/2023,1721.01
15429,9612,118,4/24/2022,4033.21
15430,14933,84,6/17/2022,5258.59
15431,16075,163,12/8/2022,6071.89
15432,587,195,6/2/2024,413.87
15433,17691,198,9/22/2022,3811.99
15434,16960,38,1/24/2022,14374.25
15435,534,4,12/19/2022,8951.71
15436,17575,3,5/12/2024,9604.17
15437,18097,36,7/4/2023,6386.81
15438,10274,52,1/10/2022,9183.32
15439,4891,47,12/15/2022,1902.05
15440,16844,141,7/31/2022,6040.95
15441,685,53,10/18/2023,12311.97
15442,7113,199,12/24/2022,10781.71
15443,4899,59,12/7/2022,7473.79
15444,7390,79,6/15/2023,2158.98
15445,2340,197,3/13/2024,12759.92
15446,16901,55,12/11/2024,14018.39
15447,2670,66,7/10/2023,8174.96
15448,5465,172,12/3/2022,3297.75
15449,6277,33,12/28/2022,7581.47
15450,9867,109,3/20/2024,1879.98
15451,19127,146,6/29/2024,1308.13
15452,16657,182,7/12/2022,11514.67
15453,13108,51,10/28/2022,14056.62
15454,3635,62,4/10/2023,6746.78
15455,10421,184,1/1/2023,1302.24
15456,8519,89,1/2/2024,12398.57
15457,8434,115,9/26/2022,2399.56
15458,914,183,4/16/2022,13112.05
15459,16906,157,10/5/2024,12051.88
15460,8332,43,12/25/2022,9898.66
15461,14826,52,3/7/2022,3353.84
15462,8293,132,1/17/2024,9751.5
15463,17193,55,6/15/2024,12613.66
15464,7285,38,4/14/2022,11301.23
15465,1711,103,1/10/2022,12477.88
15466,18047,64,1/5/2022,9621.99
15467,14898,125,5/14/2023,14328.39
15468,12512,124,1/15/2024,14319.06
15469,11657,149,11/28/2024,6682.3
15470,15943,24,10/12/2023,7070.33
15471,7680,58,4/22/2023,5052.7
15472,7288,129,3/10/2023,7532.37
15473,19328,10,1/13/2023,3775.01
15474,19403,75,4/25/2022,4965.18
15475,19469,188,8/16/2023,10217.76
15476,15025,98,8/3/2022,14283.98
15477,5531,119,12/10/2024,1885
15478,1440,119,3/31/2024,2405.7
15479,17727,10,12/25/2023,2458.26
15480,8592,169,9/30/2022,11340.12
15481,10739,110,8/26/2022,13064.14
15482,8043,115,11/6/2022,910.07
15483,15595,187,2/16/2022,1048.26
15484,14622,83,11/8/2023,5060.86
15485,12828,117,7/30/2024,13100.23
15486,15726,64,1/25/2024,1767.03
15487,13718,117,9/14/2023,13010.84
15488,8534,178,11/6/2024,8498.45
15489,1392,182,10/2/2024,14243.02
15490,13061,125,10/3/2024,7838.56
15491,16884,14,4/27/2023,370.4
15492,5430,74,10/5/2022,3364.76
15493,64,3,3/16/2023,3442.9
15494,3954,137,9/9/2024,12100.1
15495,3946,200,10/18/2023,10632.18
15496,599,51,2/2/2023,916.12
15497,7531,131,1/21/2022,2936.57
15498,12098,69,2/26/2023,1670.92
15499,8169,113,3/27/2023,1729.05
15500,18717,95,3/1/2022,11941.77
15501,8866,142,11/20/2024,9441.53
15502,17874,28,10/18/2024,10556.35
15503,18519,145,8/5/2024,3501.29
15504,5814,165,9/30/2022,13133.9
15505,15761,135,3/21/2022,9366.85
15506,4695,134,4/27/2023,13249.95
15507,18844,139,3/22/2024,3238.9
15508,18939,25,3/21/2022,6351.29
15509,1024,71,5/28/2024,12474.21
15510,18409,107,2/7/2023,13626.19
15511,7294,139,5/11/2022,12788.87
15512,18967,18,6/12/2023,8225.37
15513,15719,11,8/15/2024,9770.59
15514,17623,192,4/13/2024,12716.36
15515,8402,70,7/16/2023,8840.41
15516,3933,140,12/20/2023,1319.66
15517,3467,88,6/23/2023,10066.64
15518,14430,200,12/25/2022,4911.65
15519,15053,59,1/31/2022,11074.49
15520,16519,192,4/6/2022,7928.89
15521,4443,87,10/27/2024,4591.23
15522,7349,5,9/26/2022,2504.3
15523,15578,47,9/19/2024,10400.31
15524,12201,41,8/23/2022,10339.97
15525,5507,125,10/29/2022,3696.61
15526,3951,180,6/30/2023,3401.93
15527,2222,187,3/1/2024,5817.24
15528,7664,139,11/21/2022,6327.43
15529,14390,194,1/19/2024,11939.9
15530,14391,34,8/10/2024,6667.18
15531,3592,168,11/8/2024,10536.09
15532,13350,7,12/23/2023,2911.51
15533,9870,101,11/10/2023,9612.41
15534,14430,74,5/5/2022,9244.95
15535,17637,60,6/16/2023,10390.94
15536,17498,112,10/29/2024,7397.17
15537,13996,178,8/18/2023,11373.93
15538,13126,41,9/15/2022,8517.19
15539,16303,123,1/31/2023,5904.88
15540,638,84,5/10/2023,11366.38
15541,19564,1,5/12/2022,1372.33
15542,422,6,3/7/2022,7283.79
15543,15431,139,4/30/2023,14593.22
15544,3832,133,11/17/2022,11013.48
15545,6664,123,5/28/2023,1153.4
15546,17695,125,4/8/2022,3195.87
15547,6011,48,10/13/2023,942.6
15548,16883,23,2/12/2023,3540.16
15549,4919,42,8/30/2024,14594.72
15550,8461,167,8/20/2023,13117.26
15551,8687,169,12/18/2023,10924.42
15552,9293,197,8/3/2023,13691.52
15553,5253,114,11/28/2024,13713.33
15554,19652,45,8/18/2023,4312.09
15555,14352,174,7/30/2024,13840.61
15556,2485,117,10/1/2023,453.56
15557,12843,143,3/4/2024,6795.4
15558,18936,191,6/19/2023,1972.45
15559,189,175,2/9/2024,1897.05
15560,15480,110,12/25/2024,13041.72
15561,6262,116,2/9/2024,1372.48
15562,18377,34,10/12/2023,14653.01
15563,19828,53,3/2/2022,8214.62
15564,16967,198,10/8/2024,8499.47
15565,19665,18,12/29/2022,7554.51
15566,2514,46,6/18/2022,14144.36
15567,13299,56,10/10/2023,11990.52
15568,18199,29,1/19/2024,6571.47
15569,2457,9,12/21/2022,14404.95
15570,12740,44,12/16/2022,10669.8
15571,3348,156,2/14/2023,2960.73
15572,13740,34,11/5/2024,12991.98
15573,9523,59,9/24/2024,10119.49
15574,17732,48,10/21/2024,3886.71
15575,3255,43,12/28/2023,13297.65
15576,4347,15,3/30/2022,4054.11
15577,6102,12,5/23/2022,8158.73
15578,16395,196,8/30/2022,2386.88
15579,15777,159,3/24/2024,9911.93
15580,14125,170,8/13/2024,7744.77
15581,853,50,7/19/2022,7403.89
15582,19554,191,6/30/2023,848.03
15583,19969,56,8/31/2024,5319.69
15584,6984,125,5/1/2024,13309.39
15585,17533,67,12/22/2024,1773.75
15586,3333,183,2/19/2024,7470.54
15587,3266,143,8/19/2023,12215.97
15588,2238,160,11/11/2022,142.68
15589,8907,160,5/23/2024,5319.09
15590,16805,87,7/6/2022,13608.4
15591,8598,11,2/4/2024,14048.3
15592,17681,75,12/12/2023,9544
15593,19070,55,6/1/2023,912.16
15594,3252,13,8/3/2024,5517.32
15595,5722,141,7/16/2024,10646.71
15596,19936,159,8/28/2024,2552.41
15597,11131,121,10/20/2023,804.98
15598,5725,87,5/24/2023,13426.69
15599,3856,170,11/17/2022,13303.46
15600,6051,122,12/12/2022,5655
15601,9354,174,1/20/2024,13946.05
15602,390,64,1/28/2022,6848.7
15603,10394,140,9/29/2022,5021.33
15604,14023,121,6/20/2024,2312.81
15605,12294,114,9/20/2024,7850.41
15606,18466,3,6/27/2024,4858.18
15607,2638,105,2/17/2023,8197.75
15608,13129,110,1/6/2023,6124.68
15609,15822,160,9/5/2023,294.05
15610,18952,10,7/29/2024,3208.51
15611,4464,44,8/17/2022,7543.05
15612,8986,137,1/31/2022,3340.82
15613,2259,74,12/30/2023,4625.23
15614,832,174,1/9/2023,8966.91
15615,11865,98,11/13/2023,388.01
15616,10647,192,12/6/2024,4283.57
15617,9856,19,7/10/2023,8602.43
15618,4155,138,4/4/2023,12572.37
15619,13158,9,10/1/2022,2108.96
15620,19444,60,1/1/2024,13549.42
15621,2688,170,9/25/2024,11621.76
15622,16747,163,4/11/2024,2921.82
15623,7952,139,4/5/2022,5316.77
15624,8297,101,3/10/2022,7171.15
15625,8614,59,11/22/2023,10091.45
15626,3438,125,2/7/2024,9132.86
15627,2635,113,11/25/2022,6389.14
15628,2145,9,6/23/2023,4966.39
15629,6586,166,6/6/2022,11356.95
15630,8224,115,3/24/2024,1649.43
15631,5884,108,11/19/2023,847.14
15632,17545,183,9/23/2024,5466.41
15633,10978,130,10/18/2023,2998.33
15634,15491,152,9/3/2024,14914.87
15635,16761,21,5/22/2024,10698.81
15636,16875,163,3/30/2022,9395.95
15637,10815,20,8/3/2022,8658.09
15638,16626,142,7/1/2024,4358.89
15639,9921,181,8/30/2024,2992.7
15640,5921,22,8/30/2024,9642.69
15641,16675,196,10/24/2023,4471.26
15642,15119,74,9/3/2024,13862.65
15643,15144,6,3/23/2024,690.9
15644,11203,189,11/26/2023,8326.52
15645,16631,172,1/26/2023,4749.72
15646,12231,107,8/4/2023,11316.54
15647,7591,43,8/13/2024,10619.8
15648,10099,22,5/26/2022,10917.74
15649,10544,110,1/16/2024,2340
15650,14875,14,6/22/2022,13962.89
15651,11282,99,11/28/2022,5907.16
15652,18498,138,6/16/2022,8143.49
15653,12041,33,7/11/2024,14807.63
15654,19264,39,2/24/2022,771.8
15655,10674,66,3/26/2024,3648.59
15656,3341,109,7/23/2023,13991.16
15657,13405,11,3/29/2024,14634.21
15658,13168,163,9/25/2023,8505.5
15659,6586,42,5/4/2023,7324.31
15660,10779,178,3/8/2023,7777.08
15661,6608,186,4/6/2023,3478.36
15662,2914,68,5/25/2023,9797.83
15663,11720,74,11/12/2024,4937.96
15664,18939,176,12/4/2022,7575.32
15665,5697,191,1/17/2022,14118.29
15666,12905,110,6/9/2024,4895.88
15667,8477,128,7/7/2024,13750.12
15668,2873,9,2/13/2022,419.48
15669,17595,22,1/1/2022,684.83
15670,6725,43,5/6/2024,6047.88
15671,2951,120,1/27/2022,7671.13
15672,16759,104,6/10/2023,4695.77
15673,19017,18,3/12/2024,14595.89
15674,4707,127,9/22/2024,11694.57
15675,11328,1,10/30/2022,12967.74
15676,19953,196,8/28/2023,14014.02
15677,5303,91,5/8/2022,11393.99
15678,5051,35,8/27/2022,5487.14
15679,6598,95,2/20/2023,6901.93
15680,19186,41,9/12/2024,1188.17
15681,19410,119,3/20/2024,11205.13
15682,3810,97,12/9/2022,4400.58
15683,19859,193,1/24/2023,3267.76
15684,816,29,4/10/2022,11481.26
15685,15546,175,4/2/2022,1822.09
15686,15105,194,8/25/2023,4696.77
15687,647,139,3/29/2023,4510.68
15688,18322,97,6/28/2023,8660.21
15689,15971,191,10/25/2023,242
15690,17944,195,2/19/2023,1517.92
15691,4327,53,4/1/2023,1817.89
15692,10449,175,4/9/2023,4163.38
15693,16341,97,12/21/2022,1635.54
15694,16058,74,5/27/2022,9612.53
15695,7251,116,12/15/2023,1658.36
15696,3489,98,7/28/2023,8460.82
15697,13381,178,2/27/2024,7971
15698,18930,144,1/18/2023,13790.39
15699,6213,157,7/18/2024,10142.14
15700,6314,166,9/25/2022,6734.26
15701,12882,9,11/23/2022,12202.09
15702,9499,179,4/26/2024,3310.17
15703,11792,94,12/30/2023,9867.28
15704,551,18,10/17/2022,1089.12
15705,19669,172,6/15/2022,4011.96
15706,19402,184,12/14/2023,2024.9
15707,6270,87,1/19/2024,3625.74
15708,248,22,3/4/2024,5535.48
15709,18654,187,9/26/2024,965.46
15710,9502,66,1/9/2024,10201.81
15711,19249,146,7/25/2022,3970.87
15712,4844,198,5/25/2022,167.4
15713,1232,164,2/24/2023,7615.32
15714,15609,1,7/14/2024,1185.18
15715,14075,6,8/13/2023,14142.35
15716,2186,37,7/23/2022,12086.92
15717,202,9,8/10/2023,6168.01
15718,15897,156,8/23/2024,5369.71
15719,2650,11,5/4/2022,7941.34
15720,18063,111,10/5/2023,4563.79
15721,11373,174,11/10/2023,10643.37
15722,16949,99,10/19/2022,2823.93
15723,1808,192,10/22/2023,12121.55
15724,9281,25,7/31/2024,1418.78
15725,11377,98,10/16/2024,3300.69
15726,4705,159,3/20/2023,10500.08
15727,13484,194,3/9/2022,7037.84
15728,302,98,5/30/2023,10225.07
15729,16138,37,5/8/2023,5082.84
15730,17186,200,1/20/2023,14210.13
15731,18868,171,11/15/2023,1331.06
15732,11939,163,10/12/2022,910.31
15733,15226,124,2/17/2022,693.35
15734,17075,51,1/15/2022,10337.76
15735,14637,101,9/23/2022,6986
15736,8149,44,1/12/2024,5208.63
15737,17897,41,7/31/2024,12654.62
15738,10059,56,4/25/2023,2424.19
15739,12933,196,11/27/2022,13005.08
15740,11053,15,5/21/2024,13093.19
15741,6824,78,12/20/2024,3242.56
15742,7722,192,10/8/2022,13441.16
15743,7599,1,5/27/2022,3975.04
15744,13463,66,5/18/2024,7292.92
15745,980,64,12/21/2024,937.33
15746,19734,84,8/28/2023,13497.76
15747,2789,139,10/8/2023,10457.43
15748,2022,55,10/10/2024,1666.31
15749,1430,31,2/10/2022,4216.13
15750,8861,56,3/23/2023,634.23
15751,1417,150,4/20/2022,12282.53
15752,19250,62,6/5/2023,711.28
15753,19003,105,2/10/2022,917.17
15754,17335,124,4/7/2024,7606.99
15755,17260,101,2/5/2024,4977.6
15756,9935,40,11/30/2022,5338
15757,15218,113,3/10/2024,7886.3
15758,15322,86,1/21/2024,10427.55
15759,9610,80,10/17/2022,8761.61
15760,16196,127,11/30/2023,443.54
15761,19760,54,10/27/2022,12075.46
15762,4276,182,4/15/2024,12388.42
15763,10229,157,7/27/2023,2150.5
15764,6129,196,12/21/2022,1443.58
15765,12629,15,12/29/2023,2702.88
15766,16686,27,7/17/2023,9175.31
15767,14749,20,8/13/2023,2806.25
15768,713,188,4/1/2023,10001.75
15769,14960,128,7/9/2024,9380.03
15770,3939,46,6/4/2023,855.77
15771,19320,63,11/25/2024,5810.46
15772,6985,97,10/28/2022,11340.65
15773,2228,126,11/24/2023,9625.67
15774,6688,56,8/14/2024,3081.52
15775,9751,124,8/16/2024,9787.66
15776,7134,16,6/8/2024,4872.19
15777,17574,92,11/9/2024,2228.51
15778,14127,92,9/7/2023,13864.44
15779,12727,160,5/19/2022,5244.97
15780,18161,146,9/29/2024,3364.48
15781,935,164,5/17/2023,10715.55
15782,16720,83,12/16/2024,13970.91
15783,8793,172,10/1/2023,9599.46
15784,4158,146,12/9/2024,12828.02
15785,6535,105,12/25/2024,7065.18
15786,3751,160,2/13/2022,6953.78
15787,773,82,3/21/2024,1270.74
15788,11376,198,12/25/2023,5520.82
15789,3175,12,10/8/2024,13969.5
15790,19503,161,9/9/2022,8479.8
15791,13154,194,2/20/2024,13294.99
15792,2831,96,12/16/2024,9161.8
15793,2102,125,5/28/2022,11036.4
15794,14365,33,7/23/2024,13567.74
15795,2595,187,1/17/2023,13244.93
15796,16614,55,8/28/2022,5406.24
15797,13303,44,6/19/2023,2873.15
15798,12791,13,2/6/2024,9621.13
15799,2267,200,7/17/2022,6116.33
15800,15777,107,1/22/2022,5215.12
15801,8087,86,11/8/2022,12830.11
15802,18080,33,5/18/2022,9109.09
15803,9745,182,7/5/2024,1345.07
15804,41,178,9/26/2022,10025.4
15805,5673,128,8/4/2022,579.29
15806,15527,64,9/16/2022,5167.35
15807,14801,94,10/14/2022,1894.38
15808,5930,62,3/15/2022,12122.98
15809,6647,77,11/7/2024,9236.16
15810,2014,84,4/19/2024,10721.11
15811,6697,21,6/25/2024,2151.36
15812,2577,189,4/28/2022,9725.87
15813,9170,102,3/6/2023,11585.85
15814,2185,19,12/11/2024,10409.28
15815,14906,5,5/17/2022,8538.69
15816,16219,137,3/5/2023,5312.19
15817,10469,78,8/28/2023,5488.21
15818,6212,28,8/7/2022,3412.96
15819,3117,39,1/6/2024,4455.33
15820,14525,1,10/20/2024,2977.07
15821,3386,61,1/3/2024,9804.2
15822,701,88,7/24/2023,10418.01
15823,14732,106,6/5/2023,11293.06
15824,15821,29,2/27/2024,10407.86
15825,19245,70,1/28/2023,6194.66
15826,3626,49,6/30/2022,4504.12
15827,10914,60,7/31/2023,8336.86
15828,274,200,8/17/2024,12476.75
15829,739,113,12/25/2024,12768.23
15830,11362,171,11/26/2024,4227.57
15831,17554,78,4/21/2022,2734.13
15832,5296,114,9/17/2024,14693.59
15833,190,34,7/16/2022,8354.71
15834,1782,109,6/7/2024,13125.96
15835,4146,86,12/29/2022,6785.99
15836,6290,193,8/5/2023,3891.08
15837,8881,90,9/9/2022,10711.22
15838,19293,10,4/10/2024,6656.79
15839,9737,165,10/22/2022,1073.55
15840,255,195,1/29/2023,321.69
15841,6836,186,7/21/2023,4499.26
15842,16055,27,2/9/2022,10275.09
15843,17002,66,12/9/2022,5042.08
15844,11334,70,1/15/2023,12187.73
15845,15080,62,11/23/2023,3240.22
15846,8458,145,7/23/2024,1970.78
15847,10208,134,5/8/2024,7850.99
15848,16702,167,2/1/2023,2571.44
15849,10895,200,3/29/2023,5116.04
15850,6038,47,7/5/2024,14018.23
15851,8571,167,3/21/2024,9631.49
15852,241,50,4/17/2023,7815.55
15853,16127,29,3/26/2023,13924.33
15854,312,87,12/17/2024,13237.86
15855,16092,187,11/18/2023,2191.73
15856,5978,22,11/25/2022,14685.34
15857,1480,9,9/18/2023,281.93
15858,4926,55,7/30/2023,2079.62
15859,1548,49,4/9/2023,10200.64
15860,17859,123,3/8/2023,8339.99
15861,12221,197,3/7/2023,5447.79
15862,1078,14,9/14/2022,1544.95
15863,13480,62,2/11/2023,6103.5
15864,13616,145,7/28/2023,9634.89
15865,6185,105,11/25/2023,7665.52
15866,9968,158,5/26/2022,9125.76
15867,15717,139,10/20/2023,12795.01
15868,3743,57,9/27/2023,4476.98
15869,10329,186,10/19/2023,3789.68
15870,5296,153,3/9/2024,7520.21
15871,6223,126,10/8/2023,8764.97
15872,5118,139,3/5/2023,1422.24
15873,17814,135,3/17/2024,1720.91
15874,13723,103,4/16/2023,3733.51
15875,9812,48,11/14/2024,12175.88
15876,19767,21,7/19/2022,5153.61
15877,3684,98,11/11/2024,2666.3
15878,19845,119,7/23/2024,184.81
15879,11674,174,6/15/2023,10036.35
15880,3730,19,6/18/2023,13269.27
15881,14046,96,7/8/2023,14813.11
15882,13001,91,7/15/2022,14660.67
15883,13896,124,7/15/2023,14644.13
15884,576,118,1/1/2024,12070.77
15885,11418,26,2/15/2023,7751.16
15886,8543,94,4/26/2024,2547.56
15887,18523,56,3/29/2023,4599.48
15888,19681,84,5/14/2024,12702.51
15889,3559,86,12/25/2024,2387.56
15890,7002,14,9/6/2023,7355.38
15891,1191,88,5/24/2024,6767.31
15892,11929,172,6/5/2024,1347.95
15893,8951,145,3/24/2023,3529.14
15894,9783,67,7/19/2022,4752.66
15895,15918,149,2/27/2024,8763.6
15896,6708,131,11/3/2022,5637.23
15897,5407,158,7/26/2022,12130.83
15898,19511,58,8/27/2024,14339.79
15899,11104,164,11/23/2022,9235.55
15900,17015,58,6/22/2022,11432.11
15901,2631,180,3/11/2024,10357.19
15902,16866,108,7/5/2024,10378.42
15903,8638,200,7/6/2024,7910.17
15904,14315,135,7/11/2024,3071.18
15905,107,118,5/10/2022,8025.24
15906,3183,104,6/3/2023,3840.15
15907,3757,170,10/21/2022,5968.97
15908,19754,128,6/18/2022,7614.79
15909,15301,176,4/27/2022,10731.23
15910,11234,59,8/4/2024,4095.17
15911,687,90,7/11/2023,1250.95
15912,2117,150,9/5/2023,10795.1
15913,19713,137,10/15/2023,9883.87
15914,3978,32,9/12/2024,4401
15915,12796,21,9/30/2023,2052.43
15916,14546,80,2/28/2022,4519.93
15917,2683,43,12/7/2022,7905.42
15918,10783,129,3/24/2023,9781.26
15919,982,144,8/25/2022,836.87
15920,7730,89,7/16/2024,10284.01
15921,7333,23,8/27/2022,651.85
15922,10204,166,1/3/2023,3902.75
15923,1197,195,9/4/2022,13345.36
15924,4939,139,1/5/2024,3967.37
15925,18663,148,7/26/2024,13526.31
15926,13119,199,4/12/2023,1593.22
15927,10976,14,11/14/2024,1162.3
15928,18141,112,6/14/2024,6691.15
15929,1730,69,9/22/2022,11086.06
15930,11765,176,7/8/2024,9021.69
15931,6978,83,7/25/2023,10094.21
15932,12693,70,11/3/2022,11209.53
15933,17310,41,4/1/2023,12798.7
15934,18629,129,7/28/2023,12144.39
15935,16474,125,3/26/2024,14225.16
15936,2579,138,5/7/2024,4310.42
15937,16987,178,8/2/2023,1230.37
15938,5759,21,11/1/2022,3644.12
15939,18661,98,3/13/2022,5317.52
15940,6693,194,10/20/2024,731
15941,12841,38,8/7/2024,2233.64
15942,10948,36,3/12/2024,4128.41
15943,6873,98,7/2/2022,1752.19
15944,16983,137,8/29/2024,960.89
15945,10497,121,7/30/2022,13440.93
15946,14171,42,11/4/2024,4274.79
15947,12247,78,10/28/2024,7444
15948,1465,190,4/18/2022,8573.89
15949,8355,106,8/30/2022,4077.12
15950,18788,157,7/27/2023,7765.46
15951,16795,162,12/23/2023,6133.41
15952,1447,32,6/9/2024,12111.36
15953,16485,87,4/27/2024,6872.35
15954,14401,135,11/13/2023,3539.16
15955,4494,79,7/11/2024,11516.65
15956,7058,157,3/5/2023,713.87
15957,12804,20,3/4/2023,1975.73
15958,708,64,3/24/2024,14766.6
15959,12162,185,6/16/2024,13196.6
15960,9352,34,1/23/2023,12988.8
15961,17533,52,7/9/2024,11073.88
15962,281,173,3/24/2023,6836.5
15963,15313,19,6/6/2024,4896.97
15964,17843,6,7/23/2024,4345
15965,13214,30,10/28/2022,685.72
15966,13559,87,9/12/2023,4965.98
15967,10405,112,3/9/2024,3394.14
15968,12632,192,3/6/2023,5922.11
15969,18085,171,8/21/2022,3211.92
15970,4685,169,10/15/2022,13279.69
15971,6908,15,8/5/2023,14524.22
15972,6000,25,4/27/2022,3540.53
15973,19480,192,1/16/2023,13565.51
15974,9904,165,7/2/2024,8485.93
15975,7043,128,4/5/2022,13740.19
15976,3032,45,4/20/2023,3093.17
15977,14659,180,3/22/2023,11128.36
15978,15439,182,12/12/2023,8996.15
15979,2648,46,9/23/2022,8885.87
15980,4253,159,11/13/2022,13331.12
15981,2226,60,3/5/2023,6714.71
15982,9366,83,8/29/2024,13246.83
15983,231,170,10/22/2023,835.46
15984,15483,181,8/31/2023,9068.7
15985,2566,21,4/8/2023,9099.35
15986,17648,35,2/7/2023,13108.66
15987,13484,149,5/15/2024,11254.81
15988,7850,140,10/30/2022,11619.9
15989,18382,58,6/29/2022,3654.93
15990,456,177,2/9/2022,10742.44
15991,7147,64,2/9/2023,12475.88
15992,14212,192,7/22/2024,11233.02
15993,6512,180,4/8/2024,1145.36
15994,2047,73,10/18/2024,10131.01
15995,2509,156,8/14/2023,13289.74
15996,13783,23,10/17/2023,8085.46
15997,16552,29,6/3/2022,274.13
15998,19974,155,8/14/2023,9955.79
15999,4953,149,1/13/2023,2545.56
16000,7732,17,10/1/2024,11174.66
16001,18987,183,12/4/2023,10736.1
16002,17126,149,3/7/2023,9699.32
16003,4824,11,5/12/2022,13609.56
16004,1271,175,11/26/2024,10357.56
16005,236,124,11/21/2022,3522.14
16006,4643,168,10/16/2024,4569.98
16007,14412,133,5/1/2023,12033.65
16008,2971,160,9/25/2023,4085.2
16009,193,131,2/21/2023,4674.91
