ProductID,ProductName,Category,Price,Supplier
4923,Sports Product 4923,Sports,4702.31,Nestle Egypt
4924,Clothing Product 4924,Clothing,2715.38,Nestle Egypt
4925,Clothing Product 4925,Clothing,2153.5,Adidas Egypt
4926,Clothing Product 4926,Clothing,2458.63,Fresh Electric
4927,Stationery Product 4927,Stationery,283.83,Samsung Egypt
4928,Sports Product 4928,Sports,4185.49,LG Egypt
4929,Beauty Product 4929,Beauty,1887.97,Adidas Egypt
4930,Sports Product 4930,Sports,834.2,Unilever Egypt
4931,Stationery Product 4931,Stationery,303.29,Carrefour Supplier
4932,Furniture Product 4932,Furniture,4745.88,P&G Egypt
4933,Clothing Product 4933,Clothing,2394.72,ElAraby Group
4934,Groceries Product 4934,Groceries,75.94,Metro Market Supplier
4935,Electronics Product 4935,Electronics,12106.8,Fresh Electric
4936,Electronics Product 4936,Electronics,8516.75,Adidas Egypt
4937,Stationery Product 4937,Stationery,283.13,Metro Market Supplier
4938,Furniture Product 4938,Furniture,47898.38,Unilever Egypt
4939,Sports Product 4939,Sports,4917.21,IKEA Egypt
4940,Clothing Product 4940,Clothing,2490,Nike Egypt
4941,Clothing Product 4941,Clothing,2877.4,Adidas Egypt
4942,Home Appliances Product 4942,Home Appliances,9432.09,Samsung Egypt
4943,Clothing Product 4943,Clothing,1618.16,IKEA Egypt
4944,Furniture Product 4944,Furniture,13538.98,P&G Egypt
4945,Beauty Product 4945,Beauty,1766.58,Samsung Egypt
4946,Furniture Product 4946,Furniture,14157.91,Sony Middle East
4947,Furniture Product 4947,Furniture,2726.26,Nike Egypt
4948,Beauty Product 4948,Beauty,242.84,Unilever Egypt
4949,Groceries Product 4949,Groceries,92.1,P&G Egypt
4950,Groceries Product 4950,Groceries,120.8,Metro Market Supplier
4951,Sports Product 4951,Sports,1040.41,ElAraby Group
4952,Stationery Product 4952,Stationery,141.59,Carrefour Supplier
4953,Stationery Product 4953,Stationery,145.96,Adidas Egypt
4954,Groceries Product 4954,Groceries,67.95,Samsung Egypt
4955,Home Appliances Product 4955,Home Appliances,2330.77,Nestle Egypt
4956,Stationery Product 4956,Stationery,187.57,Nestle Egypt
4957,Beauty Product 4957,Beauty,1397.81,Nike Egypt
4958,Beauty Product 4958,Beauty,1633.5,P&G Egypt
4959,Groceries Product 4959,Groceries,68.69,Metro Market Supplier
4960,Electronics Product 4960,Electronics,16268.71,Nestle Egypt
4961,Electronics Product 4961,Electronics,22139.86,Samsung Egypt
4962,Groceries Product 4962,Groceries,101.85,LG Egypt
4963,Groceries Product 4963,Groceries,34.56,IKEA Egypt
4964,Groceries Product 4964,Groceries,188.32,Fresh Electric
4965,Home Appliances Product 4965,Home Appliances,22836.06,Nestle Egypt
4966,Sports Product 4966,Sports,833.04,Nestle Egypt
4967,Home Appliances Product 4967,Home Appliances,15179.71,IKEA Egypt
4968,Electronics Product 4968,Electronics,13354.64,Nike Egypt
4969,Beauty Product 4969,Beauty,1751.74,IKEA Egypt
4970,Home Appliances Product 4970,Home Appliances,24579.43,Unilever Egypt
4971,Groceries Product 4971,Groceries,27.47,ElAraby Group
4972,Clothing Product 4972,Clothing,793.87,Nike Egypt
4973,Electronics Product 4973,Electronics,1785.84,Carrefour Supplier
4974,Clothing Product 4974,Clothing,1488.21,Samsung Egypt
4975,Clothing Product 4975,Clothing,2299.73,Sony Middle East
4976,Groceries Product 4976,Groceries,102.61,Nestle Egypt
4977,Beauty Product 4977,Beauty,1902.11,Nike Egypt
4978,Beauty Product 4978,Beauty,97.18,Metro Market Supplier
4979,Furniture Product 4979,Furniture,25373.02,Nike Egypt
4980,Beauty Product 4980,Beauty,1397.58,Samsung Egypt
4981,Clothing Product 4981,Clothing,1810.04,Fresh Electric
4982,Clothing Product 4982,Clothing,1789.94,Samsung Egypt
4983,Sports Product 4983,Sports,5674.23,Adidas Egypt
4984,Sports Product 4984,Sports,4171.36,Sony Middle East
4985,Beauty Product 4985,Beauty,571.31,IKEA Egypt
4986,Electronics Product 4986,Electronics,22922.42,Carrefour Supplier
4987,Furniture Product 4987,Furniture,14383.87,Nestle Egypt
4988,Beauty Product 4988,Beauty,441.67,Fresh Electric
4989,Furniture Product 4989,Furniture,17722.56,Nestle Egypt
4990,Furniture Product 4990,Furniture,20542.67,Nike Egypt
4991,Furniture Product 4991,Furniture,23405.01,Unilever Egypt
4992,Beauty Product 4992,Beauty,551.25,LG Egypt
4993,Electronics Product 4993,Electronics,9992.58,LG Egypt
4994,Clothing Product 4994,Clothing,680.41,Adidas Egypt
4995,Furniture Product 4995,Furniture,41897.09,Nike Egypt
4996,Clothing Product 4996,Clothing,2671.29,ElAraby Group
4997,Sports Product 4997,Sports,3817.48,Nike Egypt
4998,Clothing Product 4998,Clothing,1743.86,ElAraby Group
4999,Clothing Product 4999,Clothing,1582.19,ElAraby Group
5000,Electronics Product 5000,Electronics,5802.38,Sony Middle East
5001,Sports Product 5001,Sports,1809.55,Carrefour Supplier
5002,Beauty Product 5002,Beauty,1813.92,Unilever Egypt
5003,Beauty Product 5003,Beauty,1524.44,Sony Middle East
5004,Stationery Product 5004,Stationery,242.69,Adidas Egypt
5005,Furniture Product 5005,Furniture,40057.65,Nike Egypt
5006,Clothing Product 5006,Clothing,325.25,LG Egypt
5007,Electronics Product 5007,Electronics,21390.69,Adidas Egypt
5008,Electronics Product 5008,Electronics,21500.57,ElAraby Group
5009,Electronics Product 5009,Electronics,7934.44,P&G Egypt
5010,Groceries Product 5010,Groceries,23.96,Nestle Egypt
5011,Clothing Product 5011,Clothing,1972.74,P&G Egypt
5012,Sports Product 5012,Sports,793.58,P&G Egypt
5013,Electronics Product 5013,Electronics,7788.01,Samsung Egypt
5014,Home Appliances Product 5014,Home Appliances,9619.86,ElAraby Group
5015,Stationery Product 5015,Stationery,465.41,Metro Market Supplier
5016,Clothing Product 5016,Clothing,448.94,Nike Egypt
5017,Electronics Product 5017,Electronics,22067.12,Unilever Egypt
5018,Groceries Product 5018,Groceries,7.8,LG Egypt
5019,Clothing Product 5019,Clothing,1420.21,Adidas Egypt
5020,Furniture Product 5020,Furniture,14598.24,Carrefour Supplier
5021,Stationery Product 5021,Stationery,36.33,Carrefour Supplier
5022,Groceries Product 5022,Groceries,47.02,P&G Egypt
5023,Beauty Product 5023,Beauty,123.25,Unilever Egypt
5024,Beauty Product 5024,Beauty,2084.61,P&G Egypt
5025,Groceries Product 5025,Groceries,194.72,Adidas Egypt
5026,Electronics Product 5026,Electronics,16586.95,Metro Market Supplier
5027,Furniture Product 5027,Furniture,35930.23,Carrefour Supplier
5028,Stationery Product 5028,Stationery,105.34,ElAraby Group
5029,Electronics Product 5029,Electronics,16945.44,Fresh Electric
5030,Clothing Product 5030,Clothing,2100.06,Metro Market Supplier
5031,Electronics Product 5031,Electronics,24898.02,Samsung Egypt
5032,Beauty Product 5032,Beauty,1419.41,Carrefour Supplier
5033,Stationery Product 5033,Stationery,397.02,Carrefour Supplier
5034,Electronics Product 5034,Electronics,7519.67,LG Egypt
5035,Sports Product 5035,Sports,3758.81,Unilever Egypt
5036,Groceries Product 5036,Groceries,77.79,Nestle Egypt
5037,Groceries Product 5037,Groceries,67.54,Nike Egypt
5038,Sports Product 5038,Sports,3374.61,Adidas Egypt
5039,Beauty Product 5039,Beauty,961.67,Nestle Egypt
5040,Furniture Product 5040,Furniture,8660.21,Nike Egypt
5041,Stationery Product 5041,Stationery,339.48,P&G Egypt
5042,Sports Product 5042,Sports,7698.81,LG Egypt
5043,Furniture Product 5043,Furniture,44411.46,Nestle Egypt
5044,Sports Product 5044,Sports,5234.62,Unilever Egypt
5045,Groceries Product 5045,Groceries,178.5,Nestle Egypt
5046,Groceries Product 5046,Groceries,121.76,IKEA Egypt
5047,Groceries Product 5047,Groceries,170.96,Adidas Egypt
5048,Groceries Product 5048,Groceries,195.56,Metro Market Supplier
5049,Clothing Product 5049,Clothing,2491.59,P&G Egypt
5050,Home Appliances Product 5050,Home Appliances,24844.55,LG Egypt
5051,Electronics Product 5051,Electronics,13229.44,Adidas Egypt
5052,Electronics Product 5052,Electronics,6740.57,IKEA Egypt
5053,Groceries Product 5053,Groceries,149.24,Nike Egypt
5054,Sports Product 5054,Sports,4015.6,Nestle Egypt
5055,Sports Product 5055,Sports,4477.92,P&G Egypt
5056,Beauty Product 5056,Beauty,586.72,Nestle Egypt
5057,Beauty Product 5057,Beauty,1735.11,LG Egypt
5058,Clothing Product 5058,Clothing,1957.36,Unilever Egypt
5059,Groceries Product 5059,Groceries,167.7,Metro Market Supplier
5060,Clothing Product 5060,Clothing,2176.99,Metro Market Supplier
5061,Home Appliances Product 5061,Home Appliances,15259.93,LG Egypt
5062,Furniture Product 5062,Furniture,13228.92,P&G Egypt
5063,Furniture Product 5063,Furniture,41523.75,IKEA Egypt
5064,Home Appliances Product 5064,Home Appliances,28585.28,Fresh Electric
5065,Electronics Product 5065,Electronics,897.39,ElAraby Group
5066,Home Appliances Product 5066,Home Appliances,6846.95,Metro Market Supplier
5067,Home Appliances Product 5067,Home Appliances,2757.04,Unilever Egypt
5068,Home Appliances Product 5068,Home Appliances,13119.99,Nestle Egypt
5069,Beauty Product 5069,Beauty,75.89,Adidas Egypt
5070,Furniture Product 5070,Furniture,18143.73,Nestle Egypt
5071,Clothing Product 5071,Clothing,980.98,Adidas Egypt
5072,Stationery Product 5072,Stationery,319.43,Adidas Egypt
5073,Electronics Product 5073,Electronics,17138.38,Samsung Egypt
5074,Stationery Product 5074,Stationery,163.22,Samsung Egypt
5075,Furniture Product 5075,Furniture,35480.63,Metro Market Supplier
5076,Beauty Product 5076,Beauty,1894.65,Metro Market Supplier
5077,Home Appliances Product 5077,Home Appliances,13142.89,Adidas Egypt
5078,Sports Product 5078,Sports,7603.15,Nike Egypt
5079,Stationery Product 5079,Stationery,497.35,P&G Egypt
5080,Electronics Product 5080,Electronics,24087.82,Metro Market Supplier
5081,Home Appliances Product 5081,Home Appliances,14666.26,IKEA Egypt
5082,Home Appliances Product 5082,Home Appliances,3222.57,Carrefour Supplier
5083,Home Appliances Product 5083,Home Appliances,14076.84,Carrefour Supplier
5084,Sports Product 5084,Sports,2082.75,Unilever Egypt
5085,Electronics Product 5085,Electronics,8410.38,IKEA Egypt
5086,Stationery Product 5086,Stationery,112.19,P&G Egypt
5087,Home Appliances Product 5087,Home Appliances,1100.58,Sony Middle East
5088,Electronics Product 5088,Electronics,23420.69,Unilever Egypt
5089,Home Appliances Product 5089,Home Appliances,15460.52,Unilever Egypt
5090,Furniture Product 5090,Furniture,35310.86,P&G Egypt
5091,Electronics Product 5091,Electronics,6703.51,LG Egypt
5092,Stationery Product 5092,Stationery,91.09,Unilever Egypt
5093,Furniture Product 5093,Furniture,42897.42,Samsung Egypt
5094,Furniture Product 5094,Furniture,30654.34,P&G Egypt
5095,Home Appliances Product 5095,Home Appliances,20854.77,LG Egypt
5096,Clothing Product 5096,Clothing,1498.22,Fresh Electric
5097,Electronics Product 5097,Electronics,9988.94,Carrefour Supplier
5098,Groceries Product 5098,Groceries,155.63,Samsung Egypt
5099,Furniture Product 5099,Furniture,10359.87,Nestle Egypt
5100,Stationery Product 5100,Stationery,118.22,Unilever Egypt
5101,Home Appliances Product 5101,Home Appliances,3764.9,Sony Middle East
5102,Groceries Product 5102,Groceries,149.37,Adidas Egypt
5103,Electronics Product 5103,Electronics,11233.38,Nestle Egypt
5104,Beauty Product 5104,Beauty,100.32,IKEA Egypt
5105,Sports Product 5105,Sports,5151.69,LG Egypt
5106,Beauty Product 5106,Beauty,1210.46,ElAraby Group
5107,Beauty Product 5107,Beauty,1415.34,P&G Egypt
5108,Home Appliances Product 5108,Home Appliances,2703.12,ElAraby Group
5109,Sports Product 5109,Sports,3902.08,IKEA Egypt
5110,Clothing Product 5110,Clothing,2729.19,Sony Middle East
5111,Home Appliances Product 5111,Home Appliances,1503.99,LG Egypt
5112,Groceries Product 5112,Groceries,134.6,Unilever Egypt
5113,Sports Product 5113,Sports,4547.47,Unilever Egypt
5114,Home Appliances Product 5114,Home Appliances,29149.27,Nike Egypt
5115,Groceries Product 5115,Groceries,118.51,LG Egypt
5116,Electronics Product 5116,Electronics,6190.08,Sony Middle East
5117,Furniture Product 5117,Furniture,7960.92,Carrefour Supplier
5118,Beauty Product 5118,Beauty,77.42,Samsung Egypt
5119,Electronics Product 5119,Electronics,3262.44,Nike Egypt
5120,Furniture Product 5120,Furniture,29900.28,Samsung Egypt
5121,Furniture Product 5121,Furniture,44198.66,Sony Middle East
5122,Sports Product 5122,Sports,7381.71,Unilever Egypt
5123,Clothing Product 5123,Clothing,647.13,Unilever Egypt
5124,Stationery Product 5124,Stationery,241.97,LG Egypt
5125,Groceries Product 5125,Groceries,80.63,Nike Egypt
5126,Home Appliances Product 5126,Home Appliances,5066.48,Sony Middle East
5127,Groceries Product 5127,Groceries,172.93,LG Egypt
5128,Stationery Product 5128,Stationery,259.13,LG Egypt
5129,Groceries Product 5129,Groceries,53.18,Metro Market Supplier
5130,Beauty Product 5130,Beauty,2107.44,Nestle Egypt
5131,Clothing Product 5131,Clothing,2501.13,P&G Egypt
5132,Electronics Product 5132,Electronics,18933.09,Samsung Egypt
5133,Sports Product 5133,Sports,6288.93,Samsung Egypt
5134,Clothing Product 5134,Clothing,2047.8,Nestle Egypt
5135,Beauty Product 5135,Beauty,1152.08,Fresh Electric
5136,Groceries Product 5136,Groceries,98.48,Metro Market Supplier
5137,Beauty Product 5137,Beauty,1632.8,Metro Market Supplier
5138,Groceries Product 5138,Groceries,52.06,IKEA Egypt
5139,Furniture Product 5139,Furniture,25610.97,LG Egypt
5140,Beauty Product 5140,Beauty,1519.56,P&G Egypt
5141,Home Appliances Product 5141,Home Appliances,17201.25,Carrefour Supplier
5142,Groceries Product 5142,Groceries,155.72,Samsung Egypt
5143,Sports Product 5143,Sports,2363.64,ElAraby Group
5144,Stationery Product 5144,Stationery,326.83,Nestle Egypt
5145,Furniture Product 5145,Furniture,42061.74,Adidas Egypt
5146,Sports Product 5146,Sports,7370.75,Unilever Egypt
5147,Stationery Product 5147,Stationery,196.12,Carrefour Supplier
5148,Groceries Product 5148,Groceries,96.52,LG Egypt
5149,Stationery Product 5149,Stationery,487.74,IKEA Egypt
5150,Home Appliances Product 5150,Home Appliances,8146.51,ElAraby Group
5151,Furniture Product 5151,Furniture,43925.45,Adidas Egypt
5152,Clothing Product 5152,Clothing,1007.85,Nestle Egypt
5153,Clothing Product 5153,Clothing,1741.44,Nestle Egypt
5154,Furniture Product 5154,Furniture,10804.56,Nestle Egypt
5155,Beauty Product 5155,Beauty,732.38,Adidas Egypt
5156,Beauty Product 5156,Beauty,1690.73,Fresh Electric
5157,Groceries Product 5157,Groceries,161.44,Carrefour Supplier
5158,Furniture Product 5158,Furniture,10713.35,Nike Egypt
5159,Sports Product 5159,Sports,5758.44,IKEA Egypt
5160,Sports Product 5160,Sports,1794.82,Unilever Egypt
5161,Groceries Product 5161,Groceries,27.86,Carrefour Supplier
5162,Furniture Product 5162,Furniture,32471.87,Fresh Electric
5163,Sports Product 5163,Sports,1628.01,Nike Egypt
5164,Stationery Product 5164,Stationery,190.62,P&G Egypt
5165,Stationery Product 5165,Stationery,359.94,Adidas Egypt
5166,Stationery Product 5166,Stationery,271.02,Sony Middle East
5167,Furniture Product 5167,Furniture,30890.21,ElAraby Group
5168,Home Appliances Product 5168,Home Appliances,29022.2,IKEA Egypt
5169,Beauty Product 5169,Beauty,58,Fresh Electric
5170,Furniture Product 5170,Furniture,46498.58,Unilever Egypt
5171,Furniture Product 5171,Furniture,26289.24,P&G Egypt
5172,Clothing Product 5172,Clothing,870.53,P&G Egypt
5173,Stationery Product 5173,Stationery,299.66,Unilever Egypt
5174,Beauty Product 5174,Beauty,997.87,LG Egypt
5175,Groceries Product 5175,Groceries,40.32,Nestle Egypt
5176,Electronics Product 5176,Electronics,1505.35,LG Egypt
5177,Furniture Product 5177,Furniture,6711.89,IKEA Egypt
5178,Furniture Product 5178,Furniture,7679.97,LG Egypt
5179,Beauty Product 5179,Beauty,551.99,Nike Egypt
5180,Electronics Product 5180,Electronics,741.47,Nestle Egypt
5181,Furniture Product 5181,Furniture,15283.12,Fresh Electric
5182,Clothing Product 5182,Clothing,739.27,Adidas Egypt
5183,Furniture Product 5183,Furniture,46500.8,Nestle Egypt
5184,Clothing Product 5184,Clothing,539.94,IKEA Egypt
5185,Sports Product 5185,Sports,6146.34,Sony Middle East
5186,Beauty Product 5186,Beauty,547.7,Adidas Egypt
5187,Electronics Product 5187,Electronics,23884.6,LG Egypt
5188,Furniture Product 5188,Furniture,40763.19,LG Egypt
5189,Home Appliances Product 5189,Home Appliances,7988.83,P&G Egypt
5190,Clothing Product 5190,Clothing,801.87,Adidas Egypt
5191,Groceries Product 5191,Groceries,178.92,Fresh Electric
5192,Furniture Product 5192,Furniture,6708.27,Fresh Electric
5193,Furniture Product 5193,Furniture,22606.87,Adidas Egypt
5194,Beauty Product 5194,Beauty,1143.1,Fresh Electric
5195,Home Appliances Product 5195,Home Appliances,25540.64,P&G Egypt
5196,Stationery Product 5196,Stationery,224.05,Carrefour Supplier
5197,Beauty Product 5197,Beauty,2133.94,Metro Market Supplier
5198,Beauty Product 5198,Beauty,106.42,Metro Market Supplier
5199,Furniture Product 5199,Furniture,11448.75,Nike Egypt
5200,Stationery Product 5200,Stationery,221.14,IKEA Egypt
5201,Sports Product 5201,Sports,2712.22,Unilever Egypt
5202,Beauty Product 5202,Beauty,2103.64,Adidas Egypt
5203,Clothing Product 5203,Clothing,1181.59,Carrefour Supplier
5204,Home Appliances Product 5204,Home Appliances,18347.84,Carrefour Supplier
5205,Beauty Product 5205,Beauty,462.54,P&G Egypt
5206,Clothing Product 5206,Clothing,731.99,Nestle Egypt
5207,Beauty Product 5207,Beauty,721.65,Carrefour Supplier
5208,Furniture Product 5208,Furniture,45074.95,P&G Egypt
5209,Stationery Product 5209,Stationery,480.52,Nike Egypt
5210,Clothing Product 5210,Clothing,1971.88,LG Egypt
5211,Stationery Product 5211,Stationery,357.97,Samsung Egypt
5212,Beauty Product 5212,Beauty,1450.56,Nestle Egypt
5213,Beauty Product 5213,Beauty,100.21,P&G Egypt
5214,Stationery Product 5214,Stationery,455.05,LG Egypt
5215,Beauty Product 5215,Beauty,674.57,Fresh Electric
5216,Furniture Product 5216,Furniture,19279.85,ElAraby Group
5217,Stationery Product 5217,Stationery,83.26,Fresh Electric
5218,Clothing Product 5218,Clothing,2553.12,P&G Egypt
5219,Sports Product 5219,Sports,574.23,Fresh Electric
5220,Home Appliances Product 5220,Home Appliances,21447.45,Sony Middle East
5221,Home Appliances Product 5221,Home Appliances,18771.14,IKEA Egypt
5222,Electronics Product 5222,Electronics,6634.58,IKEA Egypt
5223,Furniture Product 5223,Furniture,23475.39,ElAraby Group
5224,Groceries Product 5224,Groceries,172.41,ElAraby Group
5225,Groceries Product 5225,Groceries,49.67,ElAraby Group
5226,Groceries Product 5226,Groceries,106.5,Fresh Electric
5227,Home Appliances Product 5227,Home Appliances,18931.58,Adidas Egypt
5228,Groceries Product 5228,Groceries,61.21,Unilever Egypt
5229,Beauty Product 5229,Beauty,2242.56,Fresh Electric
5230,Electronics Product 5230,Electronics,20289.35,Fresh Electric
5231,Home Appliances Product 5231,Home Appliances,2767.56,LG Egypt
5232,Furniture Product 5232,Furniture,41138.55,Sony Middle East
5233,Home Appliances Product 5233,Home Appliances,23548.53,IKEA Egypt
5234,Sports Product 5234,Sports,5841.03,Sony Middle East
5235,Groceries Product 5235,Groceries,52.9,Samsung Egypt
5236,Sports Product 5236,Sports,6872.18,Metro Market Supplier
5237,Furniture Product 5237,Furniture,26392.43,Samsung Egypt
5238,Electronics Product 5238,Electronics,10148.24,Sony Middle East
5239,Electronics Product 5239,Electronics,11992.14,Sony Middle East
5240,Clothing Product 5240,Clothing,2598.9,Nestle Egypt
5241,Furniture Product 5241,Furniture,23926.65,Unilever Egypt
5242,Groceries Product 5242,Groceries,143.49,Carrefour Supplier
5243,Clothing Product 5243,Clothing,570.05,Adidas Egypt
5244,Electronics Product 5244,Electronics,2143.31,P&G Egypt
5245,Groceries Product 5245,Groceries,5.11,Unilever Egypt
5246,Stationery Product 5246,Stationery,340.38,P&G Egypt
5247,Beauty Product 5247,Beauty,2227.54,Unilever Egypt
5248,Sports Product 5248,Sports,6333.8,Adidas Egypt
5249,Beauty Product 5249,Beauty,1891.5,IKEA Egypt
5250,Beauty Product 5250,Beauty,458.89,Unilever Egypt
5251,Groceries Product 5251,Groceries,161.94,Fresh Electric
5252,Home Appliances Product 5252,Home Appliances,18314.11,Nestle Egypt
5253,Furniture Product 5253,Furniture,7103.51,P&G Egypt
5254,Beauty Product 5254,Beauty,971.06,Nestle Egypt
5255,Electronics Product 5255,Electronics,8206.36,Fresh Electric
5256,Electronics Product 5256,Electronics,5781.48,Metro Market Supplier
5257,Groceries Product 5257,Groceries,92.74,Adidas Egypt
5258,Groceries Product 5258,Groceries,131.57,ElAraby Group
5259,Beauty Product 5259,Beauty,649,Samsung Egypt
5260,Clothing Product 5260,Clothing,2720.62,ElAraby Group
5261,Stationery Product 5261,Stationery,202.62,Carrefour Supplier
5262,Stationery Product 5262,Stationery,188.93,Fresh Electric
5263,Stationery Product 5263,Stationery,69.55,Samsung Egypt
5264,Clothing Product 5264,Clothing,2848.4,Nike Egypt
5265,Home Appliances Product 5265,Home Appliances,9426.21,Samsung Egypt
5266,Sports Product 5266,Sports,3827.7,P&G Egypt
5267,Beauty Product 5267,Beauty,241.4,ElAraby Group
5268,Sports Product 5268,Sports,6604.53,IKEA Egypt
5269,Stationery Product 5269,Stationery,25.06,Unilever Egypt
5270,Home Appliances Product 5270,Home Appliances,11092.49,Fresh Electric
5271,Furniture Product 5271,Furniture,46216.29,Sony Middle East
5272,Electronics Product 5272,Electronics,24806.44,Sony Middle East
5273,Furniture Product 5273,Furniture,4404.52,IKEA Egypt
5274,Clothing Product 5274,Clothing,1928.96,Nestle Egypt
5275,Electronics Product 5275,Electronics,11484.79,Nestle Egypt
5276,Stationery Product 5276,Stationery,176.73,Nestle Egypt
5277,Furniture Product 5277,Furniture,19346.43,Metro Market Supplier
5278,Home Appliances Product 5278,Home Appliances,26599.16,Metro Market Supplier
5279,Stationery Product 5279,Stationery,219.54,IKEA Egypt
5280,Electronics Product 5280,Electronics,16824.84,IKEA Egypt
5281,Home Appliances Product 5281,Home Appliances,29960.42,Sony Middle East
5282,Beauty Product 5282,Beauty,858.87,Carrefour Supplier
5283,Stationery Product 5283,Stationery,367.07,Nike Egypt
5284,Furniture Product 5284,Furniture,8481.65,Metro Market Supplier
5285,Clothing Product 5285,Clothing,370.25,P&G Egypt
5286,Furniture Product 5286,Furniture,20628.37,Samsung Egypt
5287,Electronics Product 5287,Electronics,7921.3,Sony Middle East
5288,Clothing Product 5288,Clothing,1313.29,Fresh Electric
5289,Beauty Product 5289,Beauty,2008.71,Sony Middle East
5290,Beauty Product 5290,Beauty,1390.29,ElAraby Group
5291,Clothing Product 5291,Clothing,101.64,LG Egypt
5292,Groceries Product 5292,Groceries,172.47,ElAraby Group
5293,Stationery Product 5293,Stationery,394.57,Fresh Electric
5294,Stationery Product 5294,Stationery,457.99,Sony Middle East
5295,Stationery Product 5295,Stationery,61.55,Nike Egypt
5296,Stationery Product 5296,Stationery,406.79,Nestle Egypt
5297,Sports Product 5297,Sports,6834.63,ElAraby Group
5298,Sports Product 5298,Sports,5125.89,Nestle Egypt
5299,Groceries Product 5299,Groceries,135.21,Carrefour Supplier
5300,Furniture Product 5300,Furniture,40600.16,Metro Market Supplier
5301,Clothing Product 5301,Clothing,755.98,Samsung Egypt
5302,Beauty Product 5302,Beauty,1234.32,Nestle Egypt
5303,Furniture Product 5303,Furniture,25695.41,Carrefour Supplier
5304,Beauty Product 5304,Beauty,175.65,Adidas Egypt
5305,Furniture Product 5305,Furniture,40381.18,ElAraby Group
5306,Home Appliances Product 5306,Home Appliances,24862.81,IKEA Egypt
5307,Clothing Product 5307,Clothing,2549.02,Fresh Electric
5308,Clothing Product 5308,Clothing,1446.61,Sony Middle East
5309,Home Appliances Product 5309,Home Appliances,21163.55,IKEA Egypt
5310,Sports Product 5310,Sports,3418.63,P&G Egypt
5311,Beauty Product 5311,Beauty,1438.1,ElAraby Group
5312,Home Appliances Product 5312,Home Appliances,7880.83,Adidas Egypt
5313,Stationery Product 5313,Stationery,474.5,Nike Egypt
5314,Home Appliances Product 5314,Home Appliances,23429.01,Samsung Egypt
5315,Beauty Product 5315,Beauty,1044.52,P&G Egypt
5316,Groceries Product 5316,Groceries,85.77,Samsung Egypt
5317,Sports Product 5317,Sports,7513.23,LG Egypt
5318,Furniture Product 5318,Furniture,12930.59,Unilever Egypt
5319,Beauty Product 5319,Beauty,1491.64,P&G Egypt
5320,Beauty Product 5320,Beauty,2131.15,ElAraby Group
5321,Clothing Product 5321,Clothing,1870.66,Sony Middle East
5322,Sports Product 5322,Sports,1441.7,Nestle Egypt
5323,Beauty Product 5323,Beauty,2140.34,LG Egypt
5324,Home Appliances Product 5324,Home Appliances,3203.46,Carrefour Supplier
5325,Electronics Product 5325,Electronics,4176.13,P&G Egypt
5326,Stationery Product 5326,Stationery,448.81,Metro Market Supplier
5327,Groceries Product 5327,Groceries,198.41,Samsung Egypt
5328,Stationery Product 5328,Stationery,92.9,Sony Middle East
5329,Furniture Product 5329,Furniture,49209.5,Nestle Egypt
5330,Sports Product 5330,Sports,5395.25,LG Egypt
5331,Electronics Product 5331,Electronics,4547.93,ElAraby Group
5332,Sports Product 5332,Sports,979.78,Adidas Egypt
5333,Home Appliances Product 5333,Home Appliances,29654.99,Adidas Egypt
5334,Electronics Product 5334,Electronics,20625.03,Fresh Electric
5335,Groceries Product 5335,Groceries,179.93,Unilever Egypt
5336,Home Appliances Product 5336,Home Appliances,8606.04,ElAraby Group
5337,Home Appliances Product 5337,Home Appliances,25088.62,ElAraby Group
5338,Groceries Product 5338,Groceries,17.66,Adidas Egypt
5339,Furniture Product 5339,Furniture,9133.61,Metro Market Supplier
5340,Home Appliances Product 5340,Home Appliances,15295.33,Fresh Electric
5341,Furniture Product 5341,Furniture,3053.64,Nestle Egypt
5342,Groceries Product 5342,Groceries,140.51,Metro Market Supplier
5343,Stationery Product 5343,Stationery,182.58,IKEA Egypt
5344,Furniture Product 5344,Furniture,15742.18,Carrefour Supplier
5345,Beauty Product 5345,Beauty,1074.03,Fresh Electric
5346,Furniture Product 5346,Furniture,33813.39,Fresh Electric
5347,Clothing Product 5347,Clothing,1437.73,Carrefour Supplier
5348,Groceries Product 5348,Groceries,12.18,Samsung Egypt
5349,Home Appliances Product 5349,Home Appliances,5112.26,Unilever Egypt
5350,Groceries Product 5350,Groceries,34.12,LG Egypt
5351,Furniture Product 5351,Furniture,38862.79,Carrefour Supplier
5352,Sports Product 5352,Sports,4718.31,Carrefour Supplier
5353,Stationery Product 5353,Stationery,220.49,LG Egypt
5354,Furniture Product 5354,Furniture,46965.66,Fresh Electric
5355,Stationery Product 5355,Stationery,329.81,Nestle Egypt
5356,Groceries Product 5356,Groceries,81.2,Nestle Egypt
5357,Home Appliances Product 5357,Home Appliances,2228.24,Metro Market Supplier
5358,Furniture Product 5358,Furniture,20393.61,Unilever Egypt
5359,Stationery Product 5359,Stationery,330.87,P&G Egypt
5360,Sports Product 5360,Sports,3706.98,Nestle Egypt
5361,Beauty Product 5361,Beauty,1663.09,Metro Market Supplier
5362,Groceries Product 5362,Groceries,6.45,Metro Market Supplier
5363,Groceries Product 5363,Groceries,191.09,P&G Egypt
5364,Home Appliances Product 5364,Home Appliances,15017.31,Nestle Egypt
5365,Groceries Product 5365,Groceries,13.19,Sony Middle East
