order_id,order_date,customer_id,city,segment,product_category,payment_method,quantity,unit_price,discount,shipping_cost,delivery_days,revenue,profit,is_returned,rating
530,2023-03-16,14670,Mansoura,Corporate,Furniture,Card,1,109.98,0.08,5.48,5,101.18,21.3,0,5
531,2024-02-17,17143,Giza,Consumer,Furniture,Card,5,140.15,0.14,13.53,9,602.63,72.43,0,5
532,2024-01-11,12059,Luxor,Corporate,Technology,Online,5,181.03,0.17,2.19,6,751.29,200.46,0,5
533,2024-02-24,10140,Cairo,Home Office,Office Supplies,Card,2,42.54,0.12,8.67,9,74.87,9.87,0,5
534,2024-12-29,11789,Giza,Home Office,Office Supplies,Card,3,15.3,0.14,7.6,3,39.46,2.17,0,3
535,2023-10-04,10016,Mansoura,Consumer,Office Supplies,Online,6,22.69,0.2,4.11,9,108.91,31.45,0,3
536,2024-11-06,10464,Alexandria,Home Office,Technology,Card,7,157.04,0.06,8.16,4,1033.34,122.1,1,5
537,2024-01-29,14471,Giza,Consumer,Office Supplies,Online,4,50.45,0.31,3.08,7,139.24,-24.66,0,3
538,2024-04-01,11827,Cairo,Home Office,Technology,Card,5,178.27,0.05,7.42,1,846.79,114.12,0,4
539,2023-07-11,18711,Luxor,Consumer,Technology,Card,4,190.35,0.03,2.01,3,738.54,310.97,0,1
540,2024-11-19,15956,Alexandria,Consumer,Office Supplies,Card,3,45.56,0.23,4.58,4,105.25,4.03,0,5
541,2023-04-09,10089,Giza,Consumer,Technology,Online,3,215.64,0.1,17.69,8,582.22,155.61,0,2
542,2024-07-01,14815,Mansoura,Consumer,Technology,Online,4,177.78,0.12,17.39,1,625.8,153.71,1,4
543,2023-04-06,12851,Cairo,Corporate,Technology,Card,1,210.54,0.15,7.01,7,178.96,61.14,0,3
544,2024-10-25,12843,Giza,Home Office,Office Supplies,Card,3,7.03,0.08,9.49,4,19.39,-8.61,0,1
545,2024-10-24,19117,Tanta,Corporate,Technology,Card,5,204.65,0.07,20.36,3,951.6,35.02,0,3
546,2023-07-09,16543,Giza,Corporate,Furniture,Online,2,134.31,0.07,6.67,8,249.83,64.97,0,4
547,2023-02-06,15901,Cairo,Corporate,Furniture,Cash,5,129.7,0.22,2.37,5,505.82,-42.43,0,2
548,2024-01-04,10969,Alexandria,Consumer,Office Supplies,Online,5,30.7,0.04,10.51,6,147.38,39.84,0,5
549,2024-11-25,11094,Aswan,Consumer,Office Supplies,Card,4,15.53,0.07,5.75,2,57.77,7.06,0,4
550,2024-06-08,16124,Cairo,Consumer,Furniture,Card,6,190.37,0.07,19.61,1,1062.27,131.34,0,2
551,2023-10-06,17347,Mansoura,Consumer,Technology,Card,6,187.64,0.17,3.96,7,934.47,132.02,1,4
552,2023-08-05,13195,Aswan,Consumer,Technology,Online,4,176.16,0.07,4.84,8,655.32,251.99,0,5
553,2023-09-30,11404,Cairo,Consumer,Furniture,Online,3,132.02,0.21,8.98,3,312.89,45.83,0,5
554,2023-03-03,16940,Luxor,Consumer,Office Supplies,Card,5,29.65,0.04,17.74,6,142.33,5.42,0,4
555,2024-08-18,14290,Giza,Consumer,Technology,Card,2,202.24,0.0,13.42,1,404.48,62.48,0,4
556,2024-12-29,13982,Giza,Home Office,Technology,Card,5,206.19,0.15,9.11,4,876.31,212.37,0,5
557,2023-12-08,15555,Aswan,Consumer,Office Supplies,Card,4,48.23,0.11,12.83,2,171.7,20.7,0,4
558,2024-02-01,17954,Mansoura,Consumer,Furniture,Online,4,116.58,0.18,25.6,1,382.39,84.99,0,5
559,2024-11-29,14713,Cairo,Corporate,Office Supplies,Card,4,49.14,0.11,7.57,3,174.95,49.35,0,4
560,2023-01-19,13092,Giza,Consumer,Office Supplies,Online,5,11.72,0.0,2.72,2,58.61,23.19,0,4
561,2023-06-26,14159,Giza,Consumer,Office Supplies,Online,5,38.03,0.13,8.93,5,165.44,28.12,0,5
562,2024-09-03,16308,Giza,Consumer,Furniture,Online,5,184.42,0.17,19.67,9,765.35,19.1,0,5
563,2024-01-31,17478,Giza,Consumer,Furniture,Online,1,134.03,0.1,3.9,8,120.63,2.58,0,2
564,2024-03-20,18476,Cairo,Consumer,Office Supplies,Cash,3,13.21,0.11,3.14,2,35.26,3.68,0,5
565,2023-08-21,14933,Luxor,Consumer,Furniture,Online,5,129.51,0.34,15.38,7,427.4,-80.66,0,1
566,2023-03-17,14926,Giza,Corporate,Technology,Card,6,193.24,0.03,3.16,3,1124.66,418.03,0,5
567,2023-09-22,19379,Cairo,Corporate,Technology,Cash,9,225.31,0.07,10.84,6,1885.82,697.21,0,3
568,2024-03-30,13969,Aswan,Consumer,Furniture,Online,5,127.71,0.14,7.27,9,549.17,121.54,0,5
569,2024-12-18,12965,Aswan,Consumer,Office Supplies,Card,3,20.12,0.17,12.73,3,50.11,-6.3,0,1
570,2024-01-19,14319,Giza,Consumer,Technology,Online,4,219.51,0.19,15.76,2,711.23,244.65,0,3
571,2024-07-17,18975,Giza,Corporate,Technology,Online,5,212.48,0.13,3.94,2,924.28,350.01,0,2
572,2024-05-20,17108,Alexandria,Consumer,Office Supplies,Online,2,20.01,0.08,3.24,5,36.81,3.47,0,5
573,2024-01-02,19141,Giza,Corporate,Office Supplies,Card,3,25.78,0.15,16.68,6,65.74,4.22,0,3
574,2023-05-24,13939,Cairo,Corporate,Technology,Cash,6,218.32,0.21,11.03,4,1034.82,131.3,0,5
575,2023-03-10,10044,Luxor,Consumer,Technology,Card,5,231.64,0.07,5.4,6,1077.1,58.76,0,4
576,2023-04-09,11810,Cairo,Consumer,Furniture,Online,6,184.02,0.01,0.85,4,1093.08,159.2,0,5
577,2024-01-31,14566,Cairo,Consumer,Technology,Card,4,227.6,0.3,2.29,5,637.27,156.59,0,5
578,2023-01-25,19021,Cairo,Consumer,Office Supplies,Card,4,16.6,0.08,10.41,7,61.08,15.92,0,5
579,2024-04-13,11909,Cairo,Consumer,Technology,Card,4,236.37,0.14,6.94,6,813.12,278.5,0,4
580,2024-04-28,16364,Cairo,Consumer,Technology,Card,6,185.22,0.07,16.67,2,1033.54,409.46,0,4
581,2024-07-18,12581,Mansoura,Consumer,Technology,Card,6,166.98,0.28,16.22,9,721.34,102.47,0,4
582,2023-05-31,10691,Giza,Consumer,Technology,Card,7,202.25,0.2,5.19,5,1132.58,208.83,1,3
583,2023-05-24,10931,Cairo,Corporate,Technology,Cash,5,229.52,0.08,9.27,9,1055.81,434.66,0,4
584,2024-07-22,17910,Cairo,Consumer,Technology,Online,4,213.27,0.15,14.47,5,725.13,126.97,0,4
585,2023-02-08,16382,Mansoura,Home Office,Office Supplies,Card,7,28.53,0.15,5.89,3,169.73,21.68,0,4
586,2023-04-19,13406,Alexandria,Home Office,Technology,Card,2,205.83,0.06,17.12,7,386.96,55.07,0,3
587,2024-11-23,18339,Giza,Home Office,Office Supplies,Card,4,40.64,0.26,20.31,8,120.3,-7.72,0,5
588,2023-02-11,11032,Tanta,Corporate,Technology,Online,2,202.95,0.25,11.41,5,304.43,42.02,0,5
589,2023-07-05,11311,Giza,Consumer,Furniture,Card,3,144.09,0.4,5.41,9,259.37,-73.4,0,4
590,2024-02-02,18579,Giza,Consumer,Technology,Card,4,185.19,0.27,21.0,3,540.74,-120.61,0,4
591,2023-08-11,13121,Cairo,Corporate,Technology,Card,2,202.25,0.01,7.66,8,400.45,126.39,0,5
592,2024-09-25,11873,Giza,Corporate,Furniture,Card,6,147.55,0.05,4.17,2,841.03,290.3,0,3
593,2023-05-13,19107,Giza,Corporate,Furniture,Card,3,150.07,0.17,4.26,1,373.68,15.06,0,4
594,2023-06-12,16781,Alexandria,Home Office,Office Supplies,Card,4,50.92,0.05,5.87,7,193.5,14.31,0,3
595,2023-08-03,13748,Giza,Consumer,Office Supplies,Online,2,25.05,0.23,17.51,5,38.57,-23.22,0,4
596,2023-08-23,10277,Alexandria,Consumer,Furniture,Cash,4,145.84,0.21,8.89,7,460.85,108.91,0,4
597,2024-10-19,11859,Cairo,Consumer,Furniture,Card,3,153.8,0.09,10.18,3,419.87,123.11,0,5
598,2024-08-10,15929,Cairo,Consumer,Office Supplies,Cash,3,82.52,0.0,15.27,3,247.55,18.81,0,5
599,2023-01-09,16792,Giza,Consumer,Furniture,Card,5,128.16,0.09,3.4,1,583.14,190.13,0,4
600,2023-03-15,14713,Mansoura,Corporate,Office Supplies,Online,3,51.84,0.22,9.17,3,121.3,12.88,0,5
601,2024-05-06,14675,Giza,Corporate,Office Supplies,Card,6,24.02,0.23,5.52,1,110.97,-3.47,0,4
602,2023-09-10,11170,Alexandria,Consumer,Technology,Online,3,198.78,0.02,1.42,4,584.41,149.3,0,4
603,2023-08-18,18681,Cairo,Home Office,Technology,Online,4,173.76,0.03,11.25,5,674.18,71.36,0,1
604,2024-06-02,19374,Cairo,Corporate,Furniture,Card,3,187.61,0.21,12.14,9,444.63,13.33,0,1
605,2023-06-23,15308,Cairo,Corporate,Office Supplies,Online,3,34.45,0.13,11.26,1,89.92,6.77,0,5
606,2024-10-14,12462,Giza,Consumer,Furniture,Card,3,163.18,0.22,18.49,8,381.83,104.1,0,3
607,2023-06-17,19822,Cairo,Home Office,Office Supplies,Cash,3,5.0,0.09,16.9,4,13.65,-16.6,0,4
608,2023-06-19,10287,Cairo,Corporate,Technology,Card,7,187.15,0.07,8.73,4,1218.38,333.3,0,4
609,2024-01-28,15953,Luxor,Consumer,Technology,Card,3,208.25,0.32,4.73,1,424.83,-35.36,0,1
610,2024-09-25,14282,Cairo,Consumer,Technology,Card,5,196.78,0.02,15.4,8,964.22,259.29,0,5
611,2023-07-13,11907,Alexandria,Home Office,Furniture,Card,3,158.93,0.05,20.72,5,452.96,53.1,0,2
612,2024-05-31,11161,Giza,Consumer,Furniture,Card,1,192.06,0.21,8.25,3,151.73,-2.22,1,5
613,2023-01-29,10129,Alexandria,Consumer,Technology,Card,7,210.09,0.16,14.3,5,1235.34,284.14,0,5
614,2023-06-14,16337,Alexandria,Consumer,Furniture,Cash,3,141.03,0.21,12.6,7,334.23,22.08,0,5
615,2024-02-26,12363,Giza,Corporate,Technology,Card,3,186.97,0.29,11.96,9,398.25,-79.5,0,2
616,2023-12-05,18151,Giza,Corporate,Technology,Card,2,184.69,0.05,4.18,9,350.92,68.45,0,4
617,2024-10-09,15983,Luxor,Consumer,Office Supplies,Cash,4,21.45,0.09,6.03,7,78.07,-3.61,0,5
618,2024-05-10,10143,Tanta,Consumer,Technology,Card,6,192.29,0.06,13.58,9,1084.52,146.12,0,4
619,2023-12-31,18207,Cairo,Home Office,Furniture,Card,4,152.38,0.3,7.29,9,426.66,-3.68,0,4
620,2023-12-08,17469,Cairo,Corporate,Office Supplies,Card,2,40.57,0.12,14.02,3,71.4,-9.38,0,4
621,2024-05-14,10244,Tanta,Home Office,Office Supplies,Card,1,38.71,0.07,8.39,5,36.0,1.41,0,3
622,2024-10-18,10926,Giza,Consumer,Technology,Card,2,202.64,0.2,8.33,2,324.23,78.69,0,5
623,2024-05-25,13178,Alexandria,Consumer,Furniture,Online,4,154.02,0.11,3.85,5,548.32,81.24,0,3
624,2023-11-23,12176,Giza,Consumer,Office Supplies,Card,4,80.71,0.2,22.76,7,258.28,28.39,0,3
625,2023-08-05,15002,Cairo,Corporate,Office Supplies,Card,4,15.55,0.05,12.72,5,59.1,14.65,0,4
626,2023-10-28,10886,Alexandria,Consumer,Office Supplies,Card,2,29.26,0.22,31.35,8,45.65,-19.97,0,1
627,2023-05-12,18532,Alexandria,Consumer,Technology,Card,5,164.29,0.26,17.48,2,607.89,124.77,0,2
628,2023-03-11,13398,Cairo,Consumer,Technology,Card,2,192.34,0.14,6.97,6,330.83,9.21,0,1
629,2023-09-09,18497,Giza,Consumer,Furniture,Card,3,132.02,0.11,5.39,6,352.5,33.95,0,5
630,2024-02-19,19099,Aswan,Corporate,Office Supplies,Card,8,15.4,0.31,19.72,4,85.02,-26.6,0,1
631,2024-03-20,12654,Alexandria,Consumer,Technology,Card,1,176.28,0.34,2.55,1,116.35,-40.23,0,2
632,2023-07-01,17392,Cairo,Corporate,Technology,Online,2,172.96,0.13,11.54,6,300.95,91.8,0,4
633,2023-06-16,11371,Alexandria,Home Office,Office Supplies,Card,2,32.45,0.18,12.23,9,53.21,4.3,0,4
634,2023-04-01,17135,Luxor,Consumer,Technology,Card,4,214.21,0.09,12.53,1,779.71,27.2,0,4
635,2024-12-14,10320,Aswan,Corporate,Technology,Online,4,184.57,0.23,18.61,6,568.47,-10.31,0,4
636,2024-06-14,14654,Alexandria,Home Office,Technology,Card,3,159.44,0.11,10.11,4,425.72,69.75,0,5
637,2023-02-08,15300,Cairo,Home Office,Technology,Online,5,202.22,0.21,12.66,9,798.78,-18.68,0,2
638,2023-05-06,16761,Luxor,Consumer,Furniture,Cash,4,159.39,0.1,18.83,9,573.8,164.36,0,5
639,2024-03-26,16854,Alexandria,Consumer,Technology,Card,2,213.47,0.18,3.69,7,350.1,31.34,0,3
640,2023-06-22,15505,Cairo,Consumer,Technology,Card,3,179.57,0.26,2.91,1,398.66,34.39,0,4
641,2024-10-14,19323,Giza,Corporate,Technology,Online,4,187.88,0.04,18.0,3,721.47,235.42,0,5
642,2023-08-08,16553,Giza,Corporate,Technology,Cash,4,177.8,0.1,5.43,1,640.09,29.76,0,4
643,2024-09-29,14042,Alexandria,Corporate,Furniture,Online,5,135.21,0.07,13.52,5,628.75,233.74,0,3
644,2023-02-27,19009,Cairo,Consumer,Technology,Card,6,184.2,0.26,32.26,7,817.87,225.09,0,5
645,2024-10-21,17498,Alexandria,Consumer,Furniture,Card,4,139.8,0.12,17.93,5,492.11,114.25,0,5
646,2024-04-20,16636,Tanta,Corporate,Technology,Online,5,194.97,0.09,0.98,3,887.12,321.34,0,3
647,2024-03-31,17362,Aswan,Consumer,Technology,Card,3,202.29,0.11,19.93,5,540.12,19.87,0,4
648,2023-12-27,10011,Tanta,Corporate,Technology,Online,6,183.09,0.13,3.76,9,955.73,347.05,0,4
649,2023-01-01,10194,Mansoura,Consumer,Technology,Card,2,197.21,0.29,16.46,3,280.03,-81.54,0,4
650,2024-01-22,12537,Cairo,Consumer,Furniture,Online,5,131.86,0.24,11.43,6,501.08,115.81,0,2
651,2023-12-14,12842,Alexandria,Consumer,Furniture,Card,3,114.9,0.16,28.05,2,289.54,-33.46,0,4
652,2023-07-09,12229,Giza,Consumer,Office Supplies,Card,5,40.81,0.03,3.73,4,197.94,78.44,0,3
653,2024-05-19,13009,Tanta,Consumer,Technology,Online,3,186.74,0.15,2.57,7,476.2,182.77,0,3
654,2023-07-10,17984,Cairo,Consumer,Technology,Card,5,165.34,0.06,10.27,9,777.09,192.15,0,4
655,2024-05-22,12077,Mansoura,Consumer,Technology,Card,3,211.21,0.17,4.28,4,525.91,114.5,0,3
656,2024-01-04,17845,Alexandria,Consumer,Office Supplies,Card,3,24.98,0.15,12.22,3,63.71,-3.91,0,5
657,2024-02-13,13867,Aswan,Consumer,Technology,Cash,6,209.06,0.25,5.52,7,940.75,-13.41,0,4
658,2023-04-27,14873,Cairo,Corporate,Furniture,Online,2,158.37,0.16,4.99,2,266.06,-15.68,0,3
659,2023-05-14,18635,Cairo,Consumer,Technology,Card,4,178.11,0.22,1.25,4,555.71,-73.27,0,2
660,2023-02-27,10297,Luxor,Corporate,Technology,Card,6,218.61,0.26,4.94,5,970.63,50.16,0,5
661,2024-07-09,15856,Cairo,Corporate,Office Supplies,Card,3,5.0,0.29,10.03,3,10.65,-8.13,0,5
662,2024-11-15,19036,Aswan,Corporate,Furniture,Online,5,142.06,0.03,9.04,5,688.97,254.54,0,2
663,2024-11-02,11015,Cairo,Home Office,Office Supplies,Card,3,20.73,0.14,7.6,2,53.49,12.31,0,4
664,2023-06-22,11384,Alexandria,Consumer,Furniture,Card,3,134.47,0.45,6.14,8,221.87,-31.13,0,4
665,2023-05-29,19589,Giza,Corporate,Furniture,Card,2,174.52,0.17,13.29,5,289.71,-25.35,0,5
666,2023-03-21,18745,Alexandria,Home Office,Technology,Card,7,206.02,0.08,1.65,8,1326.8,393.74,0,1
667,2023-08-01,12350,Luxor,Home Office,Furniture,Online,3,121.84,0.19,13.8,3,296.06,7.47,0,3
668,2023-07-22,11269,Giza,Consumer,Technology,Card,4,174.73,0.08,24.88,2,643.01,-5.66,0,2
669,2023-08-17,11260,Cairo,Consumer,Furniture,Card,5,193.08,0.23,11.45,9,743.38,208.0,0,4
670,2024-11-06,17701,Cairo,Consumer,Furniture,Card,4,140.46,0.09,0.73,5,511.28,55.37,0,4
671,2023-08-15,18376,Alexandria,Corporate,Office Supplies,Online,4,14.08,0.1,6.96,8,50.68,-0.2,0,4
672,2024-10-20,14563,Alexandria,Corporate,Furniture,Card,4,173.13,0.16,11.12,5,581.71,-2.54,0,4
673,2024-06-15,16897,Luxor,Consumer,Furniture,Card,5,114.46,0.23,0.66,6,440.66,122.46,0,5
674,2024-03-16,15672,Alexandria,Consumer,Technology,Card,5,227.74,0.13,13.23,2,990.67,179.54,0,3
675,2024-02-06,15593,Giza,Corporate,Technology,Online,4,184.04,0.27,30.27,1,537.4,-47.05,0,5
676,2023-02-16,16155,Giza,Consumer,Technology,Card,7,210.3,0.07,0.79,2,1369.04,184.64,0,5
677,2023-08-21,15543,Cairo,Home Office,Office Supplies,Card,4,20.42,0.22,8.99,2,63.72,-9.4,0,4
678,2023-11-01,17240,Giza,Corporate,Office Supplies,Card,3,5.0,0.04,39.14,9,14.4,-35.67,0,5
679,2024-06-09,14683,Mansoura,Consumer,Technology,Card,3,203.57,0.12,2.16,7,537.42,115.3,0,3
680,2023-05-23,11881,Tanta,Corporate,Technology,Online,3,218.96,0.03,11.53,5,637.16,49.76,0,1
681,2024-02-19,18713,Giza,Consumer,Furniture,Card,6,103.03,0.3,14.6,9,432.73,64.09,0,3
682,2024-05-27,13809,Alexandria,Corporate,Office Supplies,Online,6,6.89,0.08,5.85,8,38.01,8.12,0,3
683,2024-01-08,15807,Aswan,Home Office,Furniture,Card,2,174.76,0.29,16.29,7,248.16,41.58,0,5
684,2024-07-19,14883,Giza,Home Office,Technology,Card,2,207.95,0.25,28.74,5,311.93,56.49,0,5
685,2023-09-16,17206,Cairo,Consumer,Office Supplies,Card,2,39.28,0.21,10.21,8,62.06,-14.88,0,4
686,2024-10-17,14155,Cairo,Consumer,Office Supplies,Online,6,48.62,0.05,11.51,5,277.12,48.99,0,4
687,2024-04-15,14673,Alexandria,Consumer,Technology,Card,4,209.36,0.03,10.36,5,812.31,70.0,0,3
688,2023-01-12,11409,Mansoura,Consumer,Office Supplies,Online,5,32.95,0.1,11.1,5,148.27,-3.64,0,4
689,2023-11-26,19886,Luxor,Consumer,Furniture,Card,2,172.32,0.09,5.92,2,313.63,93.96,0,4
690,2023-12-24,15197,Cairo,Consumer,Technology,Card,4,192.2,0.2,13.53,9,615.03,19.89,0,5
691,2024-02-12,17452,Cairo,Consumer,Furniture,Online,5,149.67,0.28,9.57,6,538.81,41.49,1,4
692,2024-10-29,18718,Luxor,Consumer,Office Supplies,Online,1,46.52,0.02,6.41,2,45.59,-0.38,0,4
693,2024-01-08,12172,Aswan,Consumer,Furniture,Card,5,134.7,0.04,4.23,1,646.57,107.77,0,3
694,2023-01-08,10279,Alexandria,Home Office,Technology,Cash,4,228.5,0.3,7.61,4,639.79,130.04,0,3
695,2023-05-02,13977,Alexandria,Corporate,Office Supplies,Card,5,35.83,0.13,2.51,4,155.85,45.62,0,3
696,2023-12-14,12669,Cairo,Consumer,Technology,Card,4,177.02,0.31,22.16,5,488.58,-73.87,0,5
697,2024-11-06,17825,Aswan,Consumer,Office Supplies,Card,2,26.13,0.09,20.14,4,47.55,-3.86,0,2
698,2023-03-31,19943,Aswan,Consumer,Furniture,Card,3,122.28,0.05,6.67,1,348.51,80.05,0,5
699,2024-10-09,13981,Cairo,Consumer,Technology,Card,4,201.72,0.07,4.43,2,750.39,263.69,0,4
700,2024-11-28,14769,Luxor,Consumer,Technology,Card,2,192.42,0.01,10.05,6,381.0,73.46,0,4
701,2023-11-12,15247,Cairo,Corporate,Office Supplies,Online,3,12.71,0.08,7.86,9,35.07,7.01,0,5
702,2023-06-27,14427,Cairo,Corporate,Furniture,Cash,5,114.4,0.26,1.64,8,423.27,-29.38,0,4
703,2024-06-23,16135,Cairo,Corporate,Furniture,Card,6,134.16,0.13,12.96,7,700.34,176.37,0,2
704,2023-02-10,15573,Cairo,Consumer,Furniture,Online,4,146.39,0.18,16.52,7,480.15,64.63,0,5
705,2024-12-04,14131,Giza,Home Office,Office Supplies,Card,2,22.56,0.14,11.13,1,38.8,-3.61,0,3
706,2024-05-16,19900,Giza,Home Office,Furniture,Card,6,121.6,0.05,4.96,5,693.1,266.63,1,1
707,2023-05-25,17189,Alexandria,Consumer,Technology,Cash,5,200.43,0.24,13.11,4,761.63,-130.22,0,4
708,2023-07-20,14535,Giza,Consumer,Technology,Card,6,180.29,0.31,8.51,5,746.4,196.95,0,4
709,2024-12-24,12776,Cairo,Consumer,Office Supplies,Online,4,48.44,0.18,21.17,6,158.88,11.94,0,5
710,2024-04-05,19311,Cairo,Consumer,Furniture,Card,5,171.38,0.05,19.86,6,814.07,321.7,0,4
711,2024-07-11,17697,Alexandria,Corporate,Technology,Card,4,194.86,0.09,9.59,5,709.28,197.76,0,2
712,2024-06-30,18386,Giza,Consumer,Office Supplies,Card,3,61.52,0.14,20.33,3,158.73,38.44,0,3
713,2023-09-10,10662,Giza,Consumer,Office Supplies,Online,2,27.18,0.28,4.42,3,39.14,-0.7,0,3
714,2024-01-25,18671,Tanta,Consumer,Technology,Cash,3,173.99,0.11,10.19,8,464.55,152.9,0,5
715,2024-08-16,18044,Luxor,Consumer,Office Supplies,Cash,3,53.7,0.07,20.81,8,149.84,12.78,0,2
716,2023-09-13,14218,Tanta,Home Office,Furniture,Card,3,182.28,0.48,17.83,8,284.36,-9.51,0,3
717,2024-12-09,19615,Giza,Corporate,Technology,Card,6,219.89,0.05,15.85,7,1253.39,310.77,0,4
718,2024-03-25,15060,Cairo,Corporate,Technology,Cash,5,184.72,0.14,10.32,5,794.31,217.72,0,4
719,2023-01-10,15874,Luxor,Consumer,Furniture,Card,4,125.29,0.09,17.58,6,456.07,123.46,0,4
720,2023-08-30,15581,Cairo,Corporate,Office Supplies,Card,4,22.99,0.09,18.31,6,83.7,6.35,0,4
721,2023-09-08,12014,Giza,Consumer,Technology,Cash,3,249.53,0.14,8.71,9,643.78,65.33,1,3
722,2023-01-05,13789,Cairo,Corporate,Technology,Card,3,176.46,0.09,7.74,5,481.74,48.85,0,4
723,2023-04-29,19103,Aswan,Consumer,Technology,Card,4,216.42,0.19,17.13,7,701.18,137.06,0,5
724,2024-01-09,17148,Cairo,Consumer,Furniture,Online,1,148.15,0.04,9.29,9,142.22,4.04,0,1
725,2023-03-06,17766,Tanta,Consumer,Technology,Cash,3,218.88,0.11,5.29,9,584.42,54.8,0,4
726,2023-05-26,12364,Tanta,Consumer,Technology,Cash,4,174.8,0.24,7.95,1,531.39,60.9,0,3
727,2023-08-12,13629,Giza,Home Office,Furniture,Card,5,145.01,0.09,13.18,7,659.8,255.73,0,2
728,2023-08-27,15919,Luxor,Consumer,Office Supplies,Card,5,12.04,0.16,38.05,9,50.56,-31.08,0,3
729,2023-06-26,15675,Alexandria,Consumer,Furniture,Cash,2,133.18,0.1,4.95,4,239.72,36.2,0,1
730,2023-10-09,18872,Aswan,Consumer,Technology,Online,2,214.73,0.08,4.3,3,395.11,152.66,0,4
731,2023-03-04,16638,Giza,Home Office,Furniture,Card,4,127.62,0.08,12.68,1,469.64,27.74,0,4
732,2023-08-05,14651,Aswan,Consumer,Technology,Online,3,205.8,0.06,11.22,7,580.35,166.24,0,4
733,2024-11-19,10609,Giza,Corporate,Office Supplies,Online,4,31.12,0.24,12.42,8,94.59,12.35,0,3
734,2024-04-05,17940,Mansoura,Home Office,Office Supplies,Card,8,10.92,0.14,24.4,9,75.16,-11.15,0,5
735,2024-09-01,13866,Giza,Consumer,Technology,Online,4,185.25,0.2,13.81,3,592.79,83.39,0,4
736,2023-04-15,10371,Giza,Consumer,Technology,Card,1,206.68,0.16,3.97,3,173.61,13.21,0,5
737,2023-04-09,16998,Aswan,Consumer,Furniture,Card,3,149.5,0.09,2.22,1,408.13,150.7,0,3
738,2024-05-25,10615,Aswan,Corporate,Furniture,Card,7,150.77,0.14,11.54,5,907.61,359.62,0,5
739,2024-01-20,16911,Alexandria,Consumer,Furniture,Card,5,145.35,0.1,6.81,8,654.07,145.38,0,1
740,2024-02-09,16010,Cairo,Consumer,Office Supplies,Online,2,24.05,0.13,14.63,7,41.85,0.14,0,4
741,2024-06-01,12253,Giza,Corporate,Office Supplies,Online,2,29.57,0.22,7.74,7,46.13,5.12,0,5
742,2024-04-20,14942,Mansoura,Corporate,Furniture,Online,2,178.78,0.06,12.6,4,336.11,47.77,0,3
743,2024-12-09,10864,Luxor,Consumer,Office Supplies,Card,3,40.58,0.05,6.81,1,115.66,35.37,0,5
744,2024-10-06,11268,Aswan,Consumer,Office Supplies,Card,6,27.38,0.08,26.5,7,151.15,-12.7,0,4
745,2024-03-12,17454,Cairo,Consumer,Office Supplies,Card,3,8.36,0.07,3.83,3,23.33,1.79,0,4
746,2023-01-23,18976,Giza,Consumer,Office Supplies,Card,3,21.62,0.16,4.47,5,54.48,1.81,0,3
747,2024-07-18,14571,Alexandria,Consumer,Technology,Card,5,181.6,0.08,7.47,9,835.34,257.33,0,3
748,2024-11-07,15229,Aswan,Home Office,Technology,Card,4,184.07,0.17,12.07,3,611.11,164.98,0,3
749,2024-12-14,12237,Cairo,Consumer,Office Supplies,Card,2,5.0,0.27,34.62,2,7.3,-32.96,0,4
750,2024-04-02,14054,Tanta,Home Office,Office Supplies,Card,3,29.77,0.1,20.76,8,80.39,-10.29,0,4
751,2023-03-24,10935,Alexandria,Corporate,Office Supplies,Card,6,71.35,0.14,3.59,2,368.19,32.52,0,4
752,2023-05-25,16394,Cairo,Consumer,Technology,Card,6,203.92,0.05,16.61,6,1162.36,292.86,0,5
753,2023-03-26,17891,Giza,Corporate,Furniture,Online,6,164.55,0.2,3.59,6,789.83,-15.95,0,1
754,2023-03-19,10325,Giza,Consumer,Technology,Card,3,219.2,0.2,3.48,2,526.07,-17.31,0,3
755,2024-04-01,19726,Alexandria,Home Office,Furniture,Card,3,144.27,0.06,11.15,5,406.83,102.73,0,5
756,2023-01-01,17774,Cairo,Home Office,Technology,Online,6,195.6,0.08,4.64,1,1079.74,182.6,0,2
757,2023-02-20,13861,Cairo,Consumer,Technology,Online,5,172.07,0.06,15.25,7,808.71,49.41,1,3
758,2024-11-15,11985,Aswan,Consumer,Technology,Online,6,203.94,0.08,4.03,2,1125.74,470.03,0,3
759,2024-12-17,14932,Cairo,Consumer,Furniture,Card,4,151.12,0.2,6.8,9,483.58,171.61,0,5
760,2024-03-21,14603,Cairo,Consumer,Technology,Card,3,182.88,0.09,5.3,1,499.25,115.76,0,4
761,2024-03-24,12778,Giza,Consumer,Technology,Online,2,222.97,0.21,9.55,4,352.29,60.6,0,4
762,2024-05-02,19462,Alexandria,Consumer,Technology,Online,3,184.47,0.05,5.49,6,525.73,224.28,0,5
763,2023-02-03,18832,Luxor,Corporate,Technology,Card,6,256.95,0.13,3.21,3,1341.27,474.85,0,4
764,2023-12-14,17754,Giza,Consumer,Office Supplies,Card,3,38.07,0.12,12.46,6,100.5,19.18,1,5
765,2023-04-05,14078,Aswan,Corporate,Technology,Card,2,199.56,0.16,9.98,4,335.27,109.85,0,2
766,2023-03-13,11367,Alexandria,Corporate,Technology,Card,5,238.78,0.26,12.64,2,883.48,121.52,0,4
767,2024-07-04,14042,Cairo,Consumer,Office Supplies,Cash,7,5.0,0.05,1.77,5,33.25,12.12,0,5
