date,region,latitude,longitude,category,price,quantity,discount,revenue,customer_age,customer_segment
2023-04-08,Zagazig,30.582640936645696,31.5082654526868,Clothing,903.28,12,0.0,10839.31,19.0,High
2023-11-17,Giza,30.038550355234037,31.21145572805037,Clothing,439.88,6,0.15,2243.36,33.0,Middle
2023-10-19,Zagazig,30.602782349315813,31.4920028051779,Electronics,2947.69,7,0.2,16507.08,35.0,High
2023-08-29,Mansoura,31.03842392852082,31.385512639250383,Home,874.4,10,0.25,6557.97,44.0,High
2023-11-07,Giza,30.01582199259754,31.22402694258093,Home,2261.94,6,0.0,13571.64,46.0,High
2023-11-13,Mansoura,31.027496158149038,31.39359551674305,Electronics,2646.07,9,0.25,17861.0,35.0,High
2023-09-16,Zagazig,30.585555933152513,31.507752749333623,Clothing,1207.33,7,0.1,7606.16,31.0,High
2023-11-02,Giza,30.007096186094877,31.216559729081546,Sports,1912.63,8,0.2,12240.8,37.0,High
2023-09-12,Zagazig,30.595128903295414,31.49810811918884,Groceries,283.35,9,0.0,2550.19,21.0,Middle
2023-09-06,Cairo,30.035096884288542,31.22652762084168,Home,1549.6,8,0.15,10537.29,29.0,High
2023-08-14,Alexandria,31.216677405500267,29.918012924332956,Electronics,4941.39,5,0.25,18530.22,42.0,High
2023-10-02,Giza,30.01244571905578,31.231544361479457,Sports,1415.09,8,0.0,11320.75,39.0,High
2023-02-27,Alexandria,31.19140584568447,29.913390031504417,Groceries,55.98,8,0.25,335.86,27.0,Low
2023-11-18,Cairo,30.044721586195653,31.240044131504344,Sports,1810.24,6,0.15,9232.23,26.0,High
2023-11-15,Giza,30.020467754089033,31.212677625802012,Clothing,809.3,9,0.25,5462.75,25.0,High
2023-01-11,Alexandria,31.205304017627352,29.91495680080746,Electronics,2034.43,8,0.5,8137.72,26.0,High
2023-10-29,Alexandria,31.201665737489968,29.933536257436653,Groceries,241.6,8,0.0,1932.78,37.0,Middle
2023-02-17,Giza,30.021876314712603,31.224788104138074,Groceries,194.83,10,0.2,1558.66,49.0,Middle
2023-05-03,Alexandria,31.208264903425757,29.945370572308306,Clothing,1346.76,7,0.1,8484.57,51.0,High
2023-09-29,Alexandria,31.208314824391714,29.910715943425792,Clothing,1275.52,11,0.0,14030.71,24.0,High
2023-02-28,Giza,30.010343292495083,31.21297097229598,Clothing,616.14,14,0.2,6900.81,39.0,High
2023-10-26,Alexandria,31.19727374720452,29.91958558862077,Electronics,2397.1,10,0.0,23971.01,38.0,High
2023-10-31,Alexandria,31.19802656173464,29.91183586410356,Home,1967.66,10,0.15,16725.09,38.0,High
2023-07-05,Mansoura,31.035959357141397,31.371838127157297,Sports,1274.63,10,0.2,10197.05,23.0,High
2023-01-03,Mansoura,31.041956747252808,31.380168255714644,Electronics,1744.56,7,0.15,10380.14,26.0,High
2023-04-15,Cairo,30.044343774155738,31.231030730740162,Electronics,2135.73,4,0.2,6834.34,39.0,High
2023-08-14,Mansoura,31.057450683418267,31.36870344197281,Sports,557.3,7,0.25,2925.83,30.0,Middle
2023-12-25,Mansoura,31.035851846349015,31.37973583595609,Groceries,185.14,8,0.3,1036.8,36.0,Middle
2023-08-19,Cairo,30.03453292314286,31.22463724873395,Sports,445.8,11,0.2,3923.0,23.0,High
2023-04-05,Alexandria,31.20655734947084,29.914036444217146,Clothing,470.01,10,0.1,4230.1,29.0,High
2023-08-20,Alexandria,31.200815220442777,29.92231761107762,Groceries,172.71,8,0.15,1174.4,19.0,Middle
2023-07-17,Mansoura,31.03403655713351,31.377149054004168,Electronics,1965.7,4,0.1,7076.52,38.0,High
2023-10-12,Cairo,30.052221156049765,31.23312579422311,Sports,722.06,13,0.1,8448.13,31.0,High
2023-02-09,Alexandria,31.197310080997113,29.93678856531723,Electronics,4673.77,6,0.15,23836.22,38.0,High
2023-10-05,Zagazig,30.602942848607476,31.516026229533274,Electronics,3939.91,7,0.0,27579.38,31.0,High
2023-07-17,Giza,30.003598550931436,31.209724570298977,Sports,821.7,8,0.2,5258.87,38.0,High
2023-12-18,Giza,30.007291793531724,31.19875682819021,Electronics,4570.74,5,0.25,17140.29,57.0,High
2023-05-05,Giza,30.014376613498435,31.217007593597558,Home,1000.57,8,0.5,4002.28,29.0,High
2023-08-19,Mansoura,31.05447784552058,31.403761794491448,Home,1678.17,8,0.3,9397.73,41.0,High
2023-12-07,Giza,30.00596498225003,31.222549923683502,Electronics,2789.73,10,0.0,27897.3,27.0,High
2023-02-07,Giza,30.016865056809777,31.1958987911271,Groceries,230.6,7,0.0,1614.21,33.0,Middle
2023-12-09,Zagazig,30.57606032138609,31.50002359011061,Groceries,124.04,9,0.0,1116.4,41.0,Middle
2023-09-09,Alexandria,31.209267248643158,29.91137016656741,Groceries,89.68,10,0.2,717.45,38.0,Low
2023-01-25,Zagazig,30.581181763213355,31.492739279723093,Groceries,190.16,9,0.0,1711.42,43.0,Middle
2023-04-20,Mansoura,31.047087727395848,31.38985044377775,Home,1990.68,9,0.3,12541.29,46.0,High
2023-09-16,Giza,30.019804054890596,31.220039658216308,Groceries,170.18,6,0.0,1021.09,43.0,Middle
2023-01-25,Alexandria,31.1819406800398,29.93645441909678,Sports,1517.69,12,0.1,16391.05,46.0,High
2023-08-01,Giza,30.01519326851492,31.215683490301313,Groceries,138.16,7,0.3,677.01,38.0,Low
2023-05-07,Giza,30.008043116068915,31.208452207764452,Sports,1652.26,6,0.3,6939.49,26.0,High
2023-08-15,Mansoura,31.04588510804201,31.38037891799741,Home,1670.05,7,0.15,9936.79,45.0,High
2023-01-17,Giza,30.004359395176003,31.199844185035534,Sports,633.62,8,0.15,4308.65,30.0,High
2023-11-15,Cairo,30.03858568296283,31.249400994866882,Sports,1814.28,9,0.2,13062.8,43.0,High
2023-12-22,Alexandria,31.21208465173385,29.91128794965362,Electronics,4428.88,6,0.15,22587.31,20.0,High
2023-12-20,Alexandria,31.21131076368449,29.91461391786116,Sports,1938.65,8,0.1,13958.29,31.0,High
2023-10-01,Cairo,30.03445894265769,31.232663064038938,Electronics,3491.53,3,0.25,7855.94,27.0,High
2023-02-17,Mansoura,31.058863707747587,31.347790110537723,Groceries,209.21,9,0.2,1506.29,40.0,Middle
2023-10-04,Giza,29.987279408292366,31.2175756215168,Sports,1768.08,8,0.15,12022.98,28.0,High
2023-01-09,Giza,30.015245789262423,31.199422634216322,Sports,389.41,12,0.0,4672.86,35.0,High
2023-01-09,Alexandria,31.187255491377172,29.925594901967415,Clothing,1385.87,9,0.0,12472.79,33.0,High
2023-04-29,Mansoura,31.044613790976175,31.374014399782585,Groceries,95.93,10,0.15,815.37,47.0,Low
2023-06-28,Mansoura,31.038283564470994,31.373925812154837,Sports,396.97,13,0.2,4128.53,41.0,High
2023-10-09,Mansoura,31.03072360748166,31.36739428784826,Sports,703.93,6,0.2,3378.87,38.0,High
2023-09-07,Giza,30.0057259465442,31.22278438681155,Clothing,962.27,8,0.3,5388.7,35.0,High
2023-06-12,Mansoura,31.03303370028446,31.394612357579256,Electronics,1667.46,6,0.25,7503.59,26.0,High
2023-04-10,Cairo,30.04516384407589,31.245698887126522,Groceries,20.21,13,0.0,262.78,24.0,Low
2023-12-30,Zagazig,30.59744725600906,31.504651115008013,Clothing,1031.17,12,0.25,9280.54,38.0,High
2023-06-05,Mansoura,31.06048810068142,31.37985718404693,Groceries,146.95,12,0.2,1410.71,18.0,Middle
2023-06-14,Zagazig,30.585991058018333,31.512865927093728,Groceries,256.41,10,0.25,1923.09,35.0,Middle
2023-03-01,Giza,30.01608814224908,31.207643093797373,Electronics,2401.42,8,0.25,14408.49,36.0,High
2023-10-18,Mansoura,31.052762157344024,31.39167654850827,Electronics,2482.48,6,0.1,13405.37,18.0,High
2023-09-11,Alexandria,31.19561063549971,29.909073703720267,Home,655.09,10,0.1,5895.84,34.0,High
2023-03-22,Giza,30.00526915275165,31.218715823325972,Clothing,900.07,6,0.2,4320.31,35.0,High
2023-01-31,Cairo,30.063884253341325,31.248550928237474,Clothing,675.68,6,0.1,3648.65,60.0,High
2023-09-06,Cairo,30.042602323656716,31.22471886877789,Groceries,115.12,9,0.1,932.46,35.0,Low
2023-08-27,Zagazig,30.589873368476827,31.49360970964094,Home,1415.27,12,0.0,16983.18,46.0,High
2023-04-10,Zagazig,30.571661330452027,31.501555289202095,Home,2199.37,6,0.5,6598.12,40.0,High
2023-12-14,Alexandria,31.19486187395491,29.92293122367352,Groceries,49.45,9,0.1,400.57,38.0,Low
2023-02-25,Alexandria,31.218971389599922,29.91252405019047,Electronics,3332.58,7,0.25,17496.03,45.0,High
2023-06-07,Cairo,30.04902806459182,31.236621969165878,Home,892.87,10,0.5,4464.35,18.0,High
2023-12-11,Mansoura,31.040613183413626,31.3578378536899,Clothing,476.11,12,0.5,2856.65,34.0,Middle
2023-06-03,Cairo,30.058337155644182,31.243349923456034,Electronics,2398.57,5,0.2,9594.29,38.0,High
2023-08-22,Cairo,30.0279490274586,31.243820350668948,Sports,1080.98,8,0.15,7350.68,23.0,High
2023-05-26,Alexandria,31.19595250683291,29.933909996491394,Home,1488.8,8,0.1,10719.36,34.0,High
2023-04-11,Zagazig,30.610449884135367,31.50773773772428,Groceries,264.02,10,0.3,1848.16,36.0,Middle
2023-12-26,Alexandria,31.199600312091892,29.914999313477605,Clothing,1359.75,10,0.1,12237.71,33.0,High
2023-05-30,Alexandria,31.19953113850457,29.90855672111358,Home,1673.33,9,0.0,15059.96,24.0,High
2023-11-23,Alexandria,31.211891457162356,29.910568610182565,Groceries,98.79,9,0.1,800.22,26.0,Low
2023-03-25,Cairo,30.056886557538895,31.23481179350574,Clothing,1263.97,11,0.1,12513.28,31.0,High
2023-03-19,Mansoura,31.02788453616815,31.37003162521202,Home,2085.76,9,0.25,14078.91,40.0,High
2023-01-12,Cairo,30.048679666733566,31.22801578246257,Clothing,1237.34,10,0.0,12373.39,36.0,High
2023-08-26,Giza,30.03065790543533,31.208522264305653,Sports,327.82,8,0.1,2360.34,37.0,Middle
2023-05-15,Alexandria,31.193669158675455,29.902583953555247,Clothing,1180.02,10,0.0,11800.23,32.0,High
2023-11-12,Alexandria,31.196375691469626,29.90879236627051,Groceries,258.76,12,0.25,2328.85,25.0,Middle
2023-06-22,Giza,30.013388187135284,31.211084344950578,Home,1710.07,7,0.25,8977.85,31.0,High
2023-12-20,Alexandria,31.20704344894407,29.92136499867278,Groceries,230.35,10,0.15,1957.96,25.0,Middle
2023-03-09,Alexandria,31.185823349895323,29.927348830321968,Sports,1619.49,11,0.15,15142.23,18.0,High
2023-11-14,Alexandria,31.168974725599075,29.92024948560827,Electronics,3273.04,7,0.0,22911.29,35.0,High
2023-10-11,Giza,30.015254934679863,31.209209248206733,Clothing,1257.71,8,0.1,9055.49,32.0,High
2023-10-09,Cairo,30.056058778114572,31.24207031060604,Groceries,241.84,12,0.3,2031.47,50.0,Middle
2023-11-05,Alexandria,31.196980406868835,29.920603017898685,Home,2332.21,6,0.0,13993.25,43.0,High
2023-10-05,Mansoura,31.034796001664592,31.3687789429395,Home,2342.75,4,0.25,7028.24,41.0,High
2023-08-17,Giza,30.011430335776513,31.20090444802011,Electronics,3354.0,5,0.0,16770.01,23.0,High
2023-02-17,Zagazig,30.60367546169937,31.518765765669514,Home,562.99,11,0.1,5573.58,47.0,High
2023-01-12,Giza,30.006454385925352,31.2410698358679,Sports,332.48,10,0.25,2493.61,37.0,Middle
2023-12-03,Cairo,30.050102823044202,31.24306100555841,Electronics,4786.24,5,0.15,20341.53,31.0,High
2023-08-14,Giza,30.001564290028984,31.198815861099423,Sports,873.51,11,0.25,7206.49,26.0,High
2023-10-18,Zagazig,30.576642945245805,31.520989653346916,Clothing,690.79,9,0.0,6217.14,27.0,High
2023-06-25,Mansoura,31.049350430673105,31.374197646646607,Sports,1098.84,8,0.2,7032.6,32.0,High
2023-02-12,Zagazig,30.60404369294532,31.506249076325343,Clothing,545.54,11,0.25,4500.69,23.0,High
2023-02-15,Giza,30.02199002115623,31.208695978928738,Sports,1303.7,7,0.25,6844.45,35.0,High
2023-09-08,Zagazig,30.567161705598366,31.503859811164947,Electronics,4246.17,6,0.15,21655.47,33.0,High
2023-06-07,Giza,30.008900557604314,31.204497176166196,Clothing,534.54,7,0.3,2619.27,43.0,Middle
2023-03-15,Mansoura,31.043289168671,31.391478844539574,Sports,1563.2,6,0.2,7503.38,33.0,High
2023-06-29,Mansoura,31.041495741109806,31.376655503266466,Sports,1442.43,6,0.25,6490.95,18.0,High
2023-01-24,Cairo,30.025203244996618,31.24182697717024,Home,1551.17,8,0.1,11168.4,31.0,High
2023-08-01,Mansoura,31.02792804424567,31.3844107623542,Sports,853.25,7,0.1,5375.48,21.0,High
2023-04-09,Alexandria,31.19208239548981,29.917595704792642,Home,2245.55,6,0.25,10104.97,28.0,High
2023-10-19,Zagazig,30.587023958756493,31.486952867269736,Sports,984.75,8,0.2,6302.42,24.0,High
2023-04-24,Zagazig,30.568359560782525,31.493725847859142,Groceries,124.91,9,0.2,899.32,60.0,Low
2023-06-16,Giza,30.019102250417454,31.21601974940415,Home,1782.74,5,0.1,8022.34,31.0,High
2023-01-05,Mansoura,31.03997017592654,31.38157416529182,Electronics,4721.16,1,0.1,4249.04,44.0,High
2023-01-27,Cairo,30.033967965988108,31.22754968735856,Electronics,3278.06,7,0.1,20651.8,31.0,High
2023-05-24,Cairo,30.046335869950656,31.23613703192695,Clothing,1139.5,9,0.0,10255.48,32.0,High
2023-06-25,Cairo,30.029999774421498,31.237796542658288,Electronics,3099.09,4,0.1,11156.73,29.0,High
2023-08-08,Alexandria,31.199579142383538,29.92452762349505,Clothing,484.45,10,0.5,2422.25,27.0,Middle
2023-04-17,Mansoura,31.022892825116287,31.396702663310293,Electronics,1933.83,8,0.1,13923.6,27.0,High
2023-09-11,Cairo,30.027852150482047,31.212871261348806,Home,772.65,8,0.0,6181.22,39.0,High
2023-11-10,Alexandria,31.1955595360184,29.930806968400432,Groceries,25.97,13,0.2,270.1,34.0,Low
2023-10-12,Zagazig,30.580537330581112,31.504171873072803,Clothing,918.77,11,0.2,8085.2,51.0,High
2023-01-15,Giza,30.01694288680666,31.19859732042818,Groceries,56.71,9,0.25,382.79,32.0,Low
2023-06-25,Mansoura,31.040713432062223,31.380148859668036,Sports,1771.69,7,0.2,9921.45,32.0,High
2023-02-08,Mansoura,31.061903956109557,31.392964129877576,Sports,1970.93,5,0.1,8869.17,35.0,High
2023-03-30,Zagazig,30.585048382277662,31.519456955242916,Groceries,158.84,12,0.15,1620.2,42.0,Middle
2023-12-27,Mansoura,31.00790589554445,31.368288402443664,Home,1399.35,9,0.0,12594.13,36.0,High
2023-02-22,Mansoura,31.020556609642266,31.370013989325695,Groceries,117.46,11,0.1,1162.86,51.0,Middle
2023-07-02,Mansoura,31.0289387334132,31.365570034866142,Groceries,198.65,5,0.5,496.62,66.0,Low
2023-08-14,Mansoura,31.07474538859895,31.380830201618355,Groceries,190.25,11,0.25,1569.54,45.0,Middle
2023-09-14,Alexandria,31.19973276862369,29.921523537032684,Clothing,646.4,8,0.25,3878.38,40.0,High
2023-07-24,Alexandria,31.21118531577253,29.92857494431512,Clothing,646.12,10,0.0,6461.17,18.0,High
2023-01-04,Giza,30.02317209102998,31.213313133697046,Groceries,200.55,10,0.1,1804.91,52.0,Middle
2023-04-30,Mansoura,31.028230925379418,31.387434967632235,Home,1609.09,8,0.2,10298.19,50.0,High
2023-07-08,Zagazig,30.56976875215664,31.488130533786645,Sports,1521.54,7,0.0,10650.81,53.0,High
2023-02-02,Cairo,30.050823133625894,31.25322765886174,Sports,1900.37,8,0.25,11402.2,45.0,High
2023-05-08,Giza,29.990895462484964,31.22187232670069,Sports,1625.31,6,0.0,9751.83,24.0,High
2023-01-13,Cairo,30.05417659136965,31.230408023409286,Electronics,2565.21,9,0.2,18469.51,23.0,High
2023-01-29,Cairo,30.043229446769146,31.2278277787036,Home,2018.24,6,0.2,9687.58,22.0,High
2023-05-25,Mansoura,31.04706054235537,31.385962271622912,Clothing,785.03,9,0.25,5298.97,36.0,High
2023-02-18,Zagazig,30.590734422502912,31.48638378126766,Sports,1622.02,6,0.1,8758.89,27.0,High
2023-07-27,Cairo,30.047968284986577,31.228347924441447,Clothing,1352.54,8,0.1,9738.31,45.0,High
2023-09-09,Cairo,30.045444865416055,31.22542239749058,Clothing,524.92,7,0.25,2755.84,28.0,Middle
2023-10-20,Giza,30.015916017539624,31.20793170253035,Clothing,510.24,7,0.1,3214.5,31.0,High
2023-03-15,Zagazig,30.588160850135406,31.497560283494703,Clothing,762.41,13,0.25,7433.52,38.0,High
2023-03-03,Zagazig,30.57393526558909,31.494145843720663,Groceries,34.43,11,0.0,378.72,29.0,Low
2023-02-08,Cairo,30.04046141432831,31.22686332624401,Clothing,1091.39,9,0.3,6875.77,24.0,High
2023-08-21,Zagazig,30.60939770748751,31.495609479476894,Electronics,4123.95,6,0.25,18557.79,18.0,High
2023-09-15,Giza,30.016241158493774,31.19699901644913,Clothing,649.06,9,0.25,4381.15,46.0,High
2023-01-12,Giza,30.02452449563002,31.21432673076391,Sports,1090.98,8,0.15,7418.7,24.0,High
2023-12-08,Giza,30.003268568737333,31.220161580396443,Clothing,967.46,10,0.0,9674.64,30.0,High
2023-01-19,Mansoura,31.030894473652655,31.38251537327909,Sports,425.12,7,0.0,2975.81,31.0,Middle
2023-07-17,Cairo,30.032365475753757,31.249528064826123,Clothing,1124.69,12,0.15,11471.81,18.0,High
2023-09-16,Zagazig,30.574382310096123,31.49359439330939,Home,1553.4,8,0.0,12427.23,38.0,High
2023-11-14,Giza,29.99687601503244,31.20141339378852,Groceries,194.79,11,0.0,2142.73,52.0,Middle
2023-09-18,Cairo,30.046732145602483,31.240122685223596,Sports,1530.51,11,0.0,16835.63,47.0,High
2023-10-20,Cairo,30.04084181164662,31.241422353666923,Electronics,3864.46,7,0.1,24346.07,30.0,High
2023-05-04,Mansoura,31.049654948832618,31.378652919952955,Clothing,323.92,8,0.25,1943.51,48.0,Middle
2023-10-25,Zagazig,30.58459603515045,31.501751803777537,Sports,1630.41,10,0.0,16304.07,18.0,High
2023-01-30,Zagazig,30.563667602090188,31.491338625978692,Groceries,190.81,13,0.5,1240.28,45.0,Middle
2023-11-23,Giza,30.017536168006416,31.182294770046067,Clothing,1129.35,4,0.1,4065.64,26.0,High
2023-07-19,Giza,29.99279586424184,31.214475874056745,Groceries,93.22,9,0.1,755.09,47.0,Low
2023-10-26,Cairo,30.046543943473818,31.245518237728835,Electronics,2275.0,8,0.1,16379.97,35.0,High
2023-06-15,Zagazig,30.57998642464384,31.49763863106338,Sports,1704.36,7,0.2,9544.4,21.0,High
2023-08-23,Zagazig,30.590025100336575,31.496478799184114,Electronics,2866.36,4,0.0,11465.45,38.0,High
2023-07-12,Giza,29.99866381442733,31.202312223075978,Groceries,181.1,8,0.0,1448.78,35.0,Middle
2023-09-25,Alexandria,31.207883255241455,29.91494814937855,Home,1603.19,4,0.0,6412.76,38.0,High
2023-01-30,Cairo,30.044776094463035,31.245762395567585,Home,1670.33,10,0.2,13362.67,25.0,High
2023-01-23,Zagazig,30.58425796920977,31.492652587947582,Sports,418.16,12,0.1,4516.14,21.0,High
2023-04-01,Mansoura,31.023952494751473,31.38495469524949,Clothing,593.22,12,0.15,6050.8,42.0,High
2023-02-28,Mansoura,31.059005348413518,31.373522732409654,Electronics,1732.68,8,0.3,9703.02,34.0,High
2023-11-15,Alexandria,31.19103207284479,29.89875978646235,Home,1460.32,9,0.1,11828.61,42.0,High
2023-03-22,Giza,30.015729407787614,31.20546713500849,Home,2304.2,9,0.0,20737.78,42.0,High
2023-12-23,Giza,30.00361121055424,31.225294239417046,Clothing,705.93,8,0.15,4800.32,43.0,High
2023-05-03,Giza,30.050874899761283,31.202046248678826,Electronics,4238.57,3,0.0,12715.72,54.0,High
2023-03-08,Mansoura,31.042394213706928,31.376127866226337,Groceries,100.43,8,0.0,803.43,37.0,Low
2023-10-16,Giza,30.006953122074627,31.208980845978463,Home,2212.53,8,0.15,15045.21,23.0,High
2023-08-29,Mansoura,31.046957587975502,31.380473595851587,Sports,1013.16,7,0.2,5673.67,26.0,High
2023-07-01,Alexandria,31.207600617971067,29.93412345182868,Sports,903.87,10,0.1,8134.83,32.0,High
2023-07-22,Cairo,30.04834598935358,31.22777062586245,Groceries,215.29,7,0.3,1054.94,38.0,Middle
2023-09-20,Zagazig,30.58446482556558,31.502106279830624,Clothing,866.58,8,0.1,6239.41,52.0,High
2023-03-25,Alexandria,31.204505071726036,29.92628647175594,Clothing,638.52,10,0.3,4469.61,33.0,High
2023-12-30,Mansoura,31.03934658445884,31.37135886233336,Home,616.18,9,0.15,4713.81,55.0,High
2023-12-22,Alexandria,31.19984706806891,29.91943092034964,Home,833.28,7,0.25,4374.71,56.0,High
2023-08-26,Zagazig,30.579845880066774,31.51182117875347,Home,2044.65,9,0.25,13801.37,40.0,High
2023-03-14,Cairo,30.02976563843982,31.230502227317466,Groceries,277.8,10,0.15,2361.34,43.0,Middle
2023-09-06,Zagazig,30.59333247000824,31.500267751567367,Groceries,67.27,5,0.3,235.46,29.0,Low
2023-01-27,Mansoura,31.046963001833472,31.366984208222025,Home,1638.88,9,0.1,13274.95,55.0,High
2023-01-12,Zagazig,30.600666387699196,31.51146918473735,Clothing,244.43,8,0.1,1759.87,27.0,Middle
2023-04-05,Alexandria,31.200585146622196,29.920285532172823,Electronics,2517.95,6,0.25,11330.78,49.0,High
2023-06-18,Giza,30.010942662922297,31.204645958904507,Home,1397.58,6,0.1,7546.91,23.0,High
2023-11-13,Alexandria,31.18600187097322,29.915616697800495,Clothing,1156.64,6,0.25,5204.89,43.0,High
2023-09-23,Mansoura,31.04050476153835,31.378409781194264,Clothing,257.34,10,0.0,2573.4,48.0,Middle
2023-09-29,Cairo,30.04800198136333,31.23904186932299,Sports,1628.09,9,0.2,11722.26,46.0,High
2023-06-05,Zagazig,30.56950261360088,31.49547274886872,Electronics,2209.27,8,0.3,12371.9,29.0,High
2023-05-07,Cairo,30.05509022289197,31.229959093404087,Home,2019.06,9,0.15,15445.84,32.0,High
2023-05-16,Mansoura,31.033779625137925,31.375866715473972,Electronics,3689.15,7,0.15,21950.43,53.0,High
2023-12-27,Zagazig,30.58573899717883,31.503510198863243,Home,1179.15,4,0.15,4009.12,29.0,High
2023-01-15,Alexandria,31.206077706503365,29.934759341387288,Electronics,4033.13,4,0.25,12099.39,29.0,High
2023-11-13,Alexandria,31.20002686819732,29.910672626317933,Electronics,2327.13,10,0.1,20944.16,53.0,High
2023-07-31,Mansoura,31.05493361157373,31.361970231060486,Clothing,485.65,6,0.0,2913.88,34.0,Middle
2023-06-10,Zagazig,30.593988061507847,31.51599922127021,Electronics,1716.11,2,0.15,2917.38,34.0,Middle
2023-09-22,Alexandria,31.198616678936986,29.909920869163898,Electronics,2875.77,10,0.15,24444.05,57.0,High
2023-06-27,Mansoura,31.009697504531015,31.39317545127679,Home,695.41,9,0.15,5319.91,27.0,High
2023-11-15,Mansoura,31.050861866710953,31.390935817205346,Clothing,745.35,7,0.25,3913.09,26.0,High
2023-11-25,Cairo,30.032604429783166,31.24114300614831,Electronics,1534.31,6,0.1,8285.29,37.0,High
2023-06-03,Alexandria,31.208618649257218,29.930854926684873,Clothing,401.61,10,0.15,3413.67,35.0,High
2023-04-12,Zagazig,30.5926018927414,31.483684264036082,Clothing,1412.08,9,0.1,11437.88,26.0,High
2023-08-05,Alexandria,31.198112140187714,29.905176229252508,Groceries,242.76,10,0.15,2063.44,45.0,Middle
2023-11-30,Alexandria,31.209632912543025,29.921541132953504,Home,972.33,8,0.1,7000.76,35.0,High
2023-03-18,Alexandria,31.20531039757567,29.914832248027018,Groceries,221.12,7,0.1,1393.07,36.0,Middle
2023-08-16,Mansoura,31.044183623953337,31.370649492585088,Clothing,1069.03,8,0.2,6841.77,35.0,High
2023-08-19,Giza,29.995936728903228,31.216979702659156,Electronics,2119.24,10,0.2,16953.92,22.0,High
2023-09-25,Giza,30.013498482395153,31.211475050119095,Home,1242.12,7,0.0,8694.82,25.0,High
2023-02-18,Cairo,30.0319717394167,31.24619314514626,Sports,1853.3,9,0.3,11675.79,18.0,High
2023-09-19,Alexandria,31.189140622203293,29.914980999397297,Home,1977.44,7,0.1,12457.85,49.0,High
2023-11-28,Giza,30.009488575653883,31.20873572427269,Groceries,232.9,11,0.2,2049.5,35.0,Middle
2023-03-07,Cairo,30.059034174479766,31.251096346677812,Home,1627.77,6,0.0,9766.63,47.0,High
2023-03-28,Mansoura,31.04455390784362,31.365666080230415,Electronics,3829.39,6,0.2,18381.07,30.0,High
2023-12-21,Alexandria,31.20441268441605,29.917838223432167,Home,1517.48,9,0.2,10925.83,49.0,High
2023-03-08,Zagazig,30.595404267719065,31.493255944369356,Sports,1559.52,7,0.0,10916.64,18.0,High
2023-11-08,Mansoura,31.03215319698661,31.395454875051353,Groceries,225.16,10,0.3,1576.15,47.0,Middle
2023-06-29,Cairo,30.028635901921902,31.259757542736622,Groceries,28.7,9,0.25,193.75,34.0,Low
2023-04-01,Mansoura,31.02336017179258,31.380598692171052,Clothing,1021.31,8,0.15,6944.89,18.0,High
2023-11-14,Zagazig,30.59001071074482,31.506926479695245,Groceries,196.35,8,0.0,1570.78,18.0,Middle
2023-06-12,Mansoura,31.050766912199947,31.377462870810078,Sports,414.44,11,0.3,3191.22,41.0,High
2023-07-07,Cairo,30.053527497799138,31.234276574358535,Sports,997.65,7,0.0,6983.54,47.0,High
2023-05-12,Zagazig,30.57938952151689,31.50283553585244,Groceries,271.66,10,0.0,2716.61,36.0,Middle
2023-08-05,Zagazig,30.601254955328752,31.48851045195657,Home,2406.88,5,0.2,9627.51,42.0,High
2023-03-01,Mansoura,31.061330422434704,31.38510294447679,Sports,1629.76,8,0.1,11734.26,40.0,High
2023-05-23,Zagazig,30.593776317593484,31.49214632655912,Groceries,62.41,11,0.15,583.55,36.0,Low
2023-12-20,Mansoura,31.05577279627273,31.37496149806438,Groceries,124.92,9,0.15,955.65,47.0,Low
2023-04-05,Alexandria,31.208831556045084,29.919031810412104,Home,865.11,2,0.15,1470.68,18.0,Middle
2023-08-28,Zagazig,30.585402844065552,31.49437850892493,Groceries,202.6,7,0.0,1418.19,36.0,Middle
2023-04-29,Mansoura,31.034254181840694,31.384477672982623,Electronics,4206.01,1,0.25,3154.5,43.0,High
2023-10-10,Alexandria,31.18396921846324,29.91394575540212,Clothing,1348.9,8,0.1,9712.05,30.0,High
2023-02-17,Zagazig,30.583252374186664,31.512655637839313,Sports,1763.1,8,0.25,10578.61,38.0,High
2023-12-20,Alexandria,31.197731685410343,29.909987906366894,Home,698.42,8,0.3,3911.15,21.0,High
2023-06-15,Zagazig,30.585552726062097,31.5003311409315,Home,751.35,7,0.15,4470.52,36.0,High
2023-03-28,Cairo,30.04327418535466,31.22498121009171,Clothing,1382.57,9,0.25,9332.37,26.0,High
2023-01-27,Cairo,30.021463027497724,31.245524784267722,Electronics,4453.25,2,0.0,8906.49,29.0,High
2023-03-03,Mansoura,31.0486902953798,31.375390847806337,Clothing,798.49,11,0.0,8783.41,42.0,High
2023-07-09,Giza,30.022050868360644,31.2033287600232,Groceries,140.41,10,0.0,1404.15,18.0,Middle
2023-05-04,Cairo,30.04811031215986,31.233800456760434,Home,1605.6,6,0.1,8670.24,22.0,High
2023-10-30,Giza,30.001406545362343,31.207804815640323,Groceries,187.06,8,0.0,1496.46,44.0,Middle
2023-06-07,Alexandria,31.203769857565508,29.922753146362044,Home,1008.43,8,0.2,6453.97,33.0,High
2023-04-01,Alexandria,31.200326100238144,29.92409120172071,Home,1307.48,5,0.1,5883.68,26.0,High
2023-08-14,Giza,30.017844826962506,31.207384159122356,Groceries,193.51,11,0.25,1596.49,40.0,Middle
